G	P1D	P1L	P1Fs	P1Ts	P1DTs	P1Fit	P1Behav	P2D	P2L	P2Fs	P2Ts	P2DTs	P2Fit	P2Behav	CD	CL	CFs	CTs	CDTs	CFit	CBehav	Mod_D
11	12	225	103	122	5	2.0	6.25	6	134	60	74	5	1.0	3.125	6	140	62	78	5	4.0	12.5	4
11	6	125	56	69	5	1.0	3.125	7	142	62	80	5	1.0	3.125	6	133	59	74	5	2.0	6.25	5
11	6	125	56	69	5	1.0	3.125	6	121	54	67	5	1.0	3.125	5	97	44	53	5	2.0	6.25	3
11	6	121	54	67	5	1.0	3.125	10	159	71	88	5	1.0	3.125	6	122	54	68	5	2.0	6.25	5
11	7	109	51	58	5	2.0	6.25	14	193	84	109	5	1.0	3.125	7	103	49	54	5	3.0	9.375	4
11	7	109	51	58	5	2.0	6.25	14	193	84	109	5	1.0	3.125	14	199	86	113	5	3.0	9.375	5
11	14	193	84	109	5	1.0	3.125	6	121	54	67	5	1.0	3.125	6	103	47	56	5	3.0	9.375	3
11	6	135	59	76	5	1.0	3.125	10	152	71	81	5	0.0	0.0	10	129	59	70	5	3.0	9.375	2
11	8	161	71	90	5	2.0	6.25	6	101	46	55	5	2.0	6.25	8	154	69	85	5	8.0	25.0	4
11	8	161	71	90	5	2.0	6.25	6	101	46	55	5	2.0	6.25	6	108	48	60	5	4.0	12.5	5
11	9	246	110	136	5	2.0	6.25	6	101	46	55	5	2.0	6.25	9	243	109	134	5	3.0	9.375	4
11	6	126	56	70	5	1.0	3.125	5	125	56	69	5	2.0	6.25	5	125	56	69	5	3.0	9.375	5
11	6	135	59	76	5	1.0	3.125	6	125	56	69	5	1.0	3.125	6	135	59	76	5	2.0	6.25	5
11	6	135	59	76	5	1.0	3.125	6	125	56	69	5	1.0	3.125	6	125	56	69	5	2.0	6.25	5
11	8	161	71	90	5	2.0	6.25	6	101	46	55	5	2.0	6.25	8	157	69	88	5	5.0	15.625	4
11	8	161	71	90	5	2.0	6.25	6	101	46	55	5	2.0	6.25	6	105	48	57	5	5.0	15.625	5
11	12	188	81	107	5	2.0	6.25	10	156	70	86	5	1.0	3.125	10	154	69	85	5	2.0	6.25	2
11	7	145	64	81	5	1.0	3.125	7	145	64	81	5	1.0	3.125	7	152	69	83	5	3.0	9.375	5
11	7	145	64	81	5	1.0	3.125	7	145	64	81	5	1.0	3.125	7	138	59	79	5	4.0	12.5	3
11	9	246	110	136	5	2.0	6.25	10	156	70	86	5	1.0	3.125	10	165	73	92	5	3.0	9.375	5
11	14	193	84	109	5	1.0	3.125	12	167	74	93	5	1.0	3.125	14	177	77	100	5	6.0	18.75	3
11	14	193	84	109	5	1.0	3.125	12	167	74	93	5	1.0	3.125	12	183	81	102	5	2.0	6.25	5
11	6	123	54	69	5	1.0	3.125	6	121	55	66	5	1.0	3.125	6	123	54	69	5	2.0	6.25	5
11	7	109	51	58	5	2.0	6.25	6	109	50	59	5	1.0	3.125	9	122	57	65	5	2.0	6.25	5
11	9	237	106	131	5	2.0	6.25	10	152	71	81	5	0.0	0.0	9	237	106	131	5	3.0	9.375	5
11	9	237	106	131	5	2.0	6.25	10	152	71	81	5	0.0	0.0	10	152	71	81	5	1.0	3.125	5
11	6	130	58	72	5	2.0	6.25	12	208	91	117	5	1.0	3.125	10	163	70	93	5	6.0	18.75	3
11	7	109	51	58	5	2.0	6.25	6	125	56	69	5	1.0	3.125	7	94	45	49	5	8.0	25.0	2
11	7	109	51	58	5	2.0	6.25	6	125	56	69	5	1.0	3.125	7	140	62	78	5	3.0	9.375	4
11	12	167	74	93	5	1.0	3.125	12	208	91	117	5	1.0	3.125	12	167	74	93	5	3.0	9.375	4
11	12	167	74	93	5	1.0	3.125	12	208	91	117	5	1.0	3.125	12	208	91	117	5	4.0	12.5	5
11	10	166	74	92	5	1.0	3.125	6	125	56	69	5	1.0	3.125	6	62	28	34	5	8.0	25.0	2
11	10	166	74	92	5	1.0	3.125	6	125	56	69	5	1.0	3.125	13	229	102	127	5	4.0	12.5	5
11	7	142	63	79	5	1.0	3.125	12	208	91	117	5	1.0	3.125	12	207	91	116	5	2.0	6.25	5
11	12	208	91	117	5	1.0	3.125	6	121	54	67	5	1.0	3.125	6	104	45	59	5	2.0	6.25	3
11	15	190	85	105	5	1.0	3.125	7	145	64	81	5	1.0	3.125	15	185	83	102	5	3.0	9.375	4
11	12	208	91	117	5	1.0	3.125	9	246	110	136	5	2.0	6.25	12	209	91	118	5	4.0	12.5	5
11	10	156	70	86	5	1.0	3.125	6	121	54	67	5	1.0	3.125	6	120	54	66	5	5.0	15.625	5
11	10	152	71	81	5	0.0	0.0	6	133	59	74	5	2.0	6.25	10	151	70	81	5	2.0	6.25	4
11	10	152	71	81	5	0.0	0.0	6	133	59	74	5	2.0	6.25	7	134	60	74	5	3.0	9.375	6
11	12	167	74	93	5	1.0	3.125	7	145	64	81	5	1.0	3.125	12	167	74	93	5	2.0	6.25	5
11	14	193	84	109	5	1.0	3.125	6	130	58	72	5	2.0	6.25	6	117	52	65	5	3.0	9.375	3
11	6	121	55	66	5	1.0	3.125	9	255	113	142	5	2.0	6.25	7	166	75	91	5	4.0	12.5	5
11	6	121	55	66	5	1.0	3.125	9	255	113	142	5	2.0	6.25	9	210	93	117	5	3.0	9.375	7
11	6	121	54	67	5	1.0	3.125	6	123	54	69	5	1.0	3.125	1	4	1	3	2	10.0	31.25	1
11	10	159	71	88	5	1.0	3.125	12	208	91	117	5	1.0	3.125	10	148	65	83	5	5.0	15.625	2
11	6	126	56	70	5	1.0	3.125	10	152	71	81	5	0.0	0.0	6	117	52	65	5	2.0	6.25	3
11	6	121	54	67	5	1.0	3.125	6	124	55	69	5	2.0	6.25	6	120	53	67	5	3.0	9.375	4
11	10	181	80	101	5	1.0	3.125	9	246	110	136	5	2.0	6.25	10	187	82	105	5	4.0	12.5	4
11	7	146	64	82	5	1.0	3.125	6	124	55	69	5	2.0	6.25	7	139	59	80	5	3.0	9.375	3
11	7	142	62	80	5	1.0	3.125	10	252	113	139	5	2.0	6.25	1	4	1	3	3	10.0	31.25	1
11	9	208	96	112	5	2.0	6.25	6	101	46	55	5	2.0	6.25	6	85	39	46	5	4.0	12.5	3
11	10	152	71	81	5	0.0	0.0	9	246	110	136	5	2.0	6.25	10	176	81	95	5	2.0	6.25	5
11	10	152	71	81	5	0.0	0.0	9	246	110	136	5	2.0	6.25	9	222	100	122	5	3.0	9.375	3
11	6	125	56	69	5	1.0	3.125	6	125	56	69	5	1.0	3.125	6	125	56	69	5	3.0	9.375	4
11	6	125	56	69	5	1.0	3.125	6	125	56	69	5	1.0	3.125	6	125	56	69	5	4.0	12.5	4
11	12	208	91	117	5	1.0	3.125	6	124	55	69	5	2.0	6.25	6	62	28	34	5	6.0	18.75	2
11	6	135	59	76	5	1.0	3.125	9	255	113	142	5	2.0	6.25	6	133	58	75	5	2.0	6.25	5
11	6	130	58	72	5	2.0	6.25	12	208	91	117	5	1.0	3.125	6	109	49	60	5	5.0	15.625	2
11	6	126	56	70	5	1.0	3.125	10	166	74	92	5	1.0	3.125	10	175	77	98	5	2.0	6.25	5
11	6	125	56	69	5	1.0	3.125	6	124	55	69	5	2.0	6.25	6	95	41	54	5	11.0	34.375	2
11	10	181	80	101	5	1.0	3.125	6	126	56	70	5	1.0	3.125	6	128	56	72	5	6.0	18.75	5
11	6	123	54	69	5	1.0	3.125	6	130	58	72	5	2.0	6.25	6	127	56	71	5	4.0	12.5	4
11	7	143	62	81	5	1.0	3.125	9	255	113	142	5	2.0	6.25	7	115	50	65	5	8.0	25.0	2
11	7	143	62	81	5	1.0	3.125	9	255	113	142	5	2.0	6.25	9	283	125	158	5	4.0	12.5	5
11	6	123	54	69	5	1.0	3.125	6	126	56	70	5	1.0	3.125	7	126	56	70	5	2.0	6.25	6
11	6	125	56	69	5	1.0	3.125	10	252	113	139	5	2.0	6.25	6	122	55	67	5	2.0	6.25	5
11	6	125	56	69	5	1.0	3.125	10	252	113	139	5	2.0	6.25	10	255	114	141	5	4.0	12.5	5
11	10	152	71	81	5	0.0	0.0	6	135	59	76	5	1.0	3.125	10	141	67	74	5	1.0	3.125	3
11	15	190	85	105	5	1.0	3.125	10	157	71	86	5	1.0	3.125	15	192	85	107	5	3.0	9.375	5
11	15	190	85	105	5	1.0	3.125	10	157	71	86	5	1.0	3.125	10	155	71	84	5	5.0	15.625	5
11	14	193	84	109	5	1.0	3.125	9	246	110	136	5	2.0	6.25	9	243	109	134	5	3.0	9.375	5
11	10	159	71	88	5	1.0	3.125	10	252	113	139	5	2.0	6.25	10	150	68	82	5	3.0	9.375	4
11	7	143	62	81	5	1.0	3.125	7	142	62	80	5	1.0	3.125	7	142	62	80	5	3.0	9.375	4
11	7	143	62	81	5	1.0	3.125	7	142	62	80	5	1.0	3.125	7	143	62	81	5	3.0	9.375	5
11	7	142	63	79	5	1.0	3.125	7	142	63	79	5	1.0	3.125	6	109	51	58	5	4.0	12.5	4
11	7	142	63	79	5	1.0	3.125	7	142	63	79	5	1.0	3.125	8	175	75	100	5	2.0	6.25	5
11	6	135	59	76	5	1.0	3.125	7	143	63	80	5	1.0	3.125	6	125	56	69	5	5.0	15.625	4
11	6	135	59	76	5	1.0	3.125	7	143	63	80	5	1.0	3.125	7	153	66	87	5	3.0	9.375	5
11	6	123	54	69	5	1.0	3.125	7	146	64	82	5	1.0	3.125	7	137	61	76	5	2.0	6.25	4
11	6	123	55	68	5	1.0	3.125	6	122	55	67	5	2.0	6.25	6	124	55	69	5	3.0	9.375	5
11	6	123	55	68	5	1.0	3.125	6	122	55	67	5	2.0	6.25	6	121	55	66	5	3.0	9.375	5
11	7	146	64	82	5	1.0	3.125	6	125	56	69	5	1.0	3.125	8	147	65	82	5	2.0	6.25	7
11	7	146	64	82	5	1.0	3.125	6	125	56	69	5	1.0	3.125	6	124	55	69	5	3.0	9.375	5
11	6	125	56	69	5	1.0	3.125	9	255	113	142	5	2.0	6.25	6	128	58	70	5	3.0	9.375	5
11	6	125	56	69	5	1.0	3.125	9	255	113	142	5	2.0	6.25	9	252	111	141	5	6.0	18.75	4
11	6	123	54	69	5	1.0	3.125	10	152	71	81	5	0.0	0.0	10	155	72	83	5	1.0	3.125	5
11	6	109	50	59	5	1.0	3.125	10	159	71	88	5	1.0	3.125	10	151	68	83	5	2.0	6.25	4
11	6	123	54	69	5	1.0	3.125	6	121	54	67	5	1.0	3.125	6	122	54	68	5	4.0	12.5	5
11	12	188	81	107	5	2.0	6.25	8	161	71	90	5	2.0	6.25	8	153	68	85	5	3.0	9.375	5
11	7	146	64	82	5	1.0	3.125	15	190	85	105	5	1.0	3.125	15	180	81	99	5	2.0	6.25	3
11	6	121	54	67	5	1.0	3.125	10	181	80	101	5	1.0	3.125	6	120	54	66	5	2.0	6.25	5
11	12	188	81	107	5	2.0	6.25	12	208	91	117	5	1.0	3.125	12	180	78	102	5	5.0	15.625	4
11	12	188	81	107	5	2.0	6.25	12	208	91	117	5	1.0	3.125	12	216	94	122	5	3.0	9.375	5
11	10	157	71	86	5	1.0	3.125	7	145	64	81	5	1.0	3.125	7	142	62	80	5	2.0	6.25	4
11	7	142	63	79	5	1.0	3.125	12	167	74	93	5	1.0	3.125	7	143	63	80	5	2.0	6.25	5
11	7	142	63	79	5	1.0	3.125	12	167	74	93	5	1.0	3.125	12	166	74	92	5	2.0	6.25	6
11	10	152	71	81	5	0.0	0.0	8	161	71	90	5	2.0	6.25	10	149	69	80	5	1.0	3.125	4
11	10	152	71	81	5	0.0	0.0	8	161	71	90	5	2.0	6.25	8	164	73	91	5	3.0	9.375	5
11	10	181	80	101	5	1.0	3.125	10	252	113	139	5	2.0	6.25	10	169	77	92	5	4.0	12.5	3
11	10	252	113	139	5	2.0	6.25	10	156	70	86	5	1.0	3.125	10	246	111	135	5	3.0	9.375	4
11	7	142	62	80	5	1.0	3.125	9	237	106	131	5	2.0	6.25	7	145	64	81	5	2.0	6.25	6
11	10	156	70	86	5	1.0	3.125	6	121	54	67	5	1.0	3.125	1	3	1	2	2	10.0	31.25	1
11	10	156	70	86	5	1.0	3.125	6	121	54	67	5	1.0	3.125	14	274	123	151	5	3.0	9.375	5
11	6	123	55	68	5	1.0	3.125	6	134	60	74	5	1.0	3.125	6	116	51	65	5	4.0	12.5	3
11	6	123	55	68	5	1.0	3.125	6	134	60	74	5	1.0	3.125	6	141	64	77	5	3.0	9.375	4
11	15	190	85	105	5	1.0	3.125	8	161	71	90	5	2.0	6.25	15	190	85	105	5	3.0	9.375	5
11	15	190	85	105	5	1.0	3.125	8	161	71	90	5	2.0	6.25	8	161	71	90	5	3.0	9.375	5
11	6	109	50	59	5	1.0	3.125	6	121	54	67	5	1.0	3.125	2	11	4	7	4	10.0	31.25	2
11	7	145	64	81	5	1.0	3.125	10	152	71	81	5	0.0	0.0	7	137	59	78	5	6.0	18.75	3
11	7	145	64	81	5	1.0	3.125	10	152	71	81	5	0.0	0.0	10	160	76	84	5	4.0	12.5	3
11	6	123	54	69	5	1.0	3.125	12	208	91	117	5	1.0	3.125	6	123	53	70	5	2.0	6.25	4
11	6	133	59	74	5	2.0	6.25	5	125	56	69	5	2.0	6.25	6	100	44	56	5	9.0	28.125	2
11	7	143	62	81	5	1.0	3.125	10	181	80	101	5	1.0	3.125	7	146	63	83	5	3.0	9.375	5
11	7	143	62	81	5	1.0	3.125	10	181	80	101	5	1.0	3.125	10	178	79	99	5	2.0	6.25	4
11	10	156	70	86	5	1.0	3.125	6	135	59	76	5	1.0	3.125	6	58	26	32	5	5.0	15.625	1
11	7	142	62	80	5	1.0	3.125	12	208	91	117	5	1.0	3.125	7	139	61	78	5	3.0	9.375	4
11	6	121	55	66	5	1.0	3.125	6	125	56	69	5	1.0	3.125	6	122	55	67	5	2.0	6.25	4
11	6	135	59	76	5	1.0	3.125	6	130	58	72	5	2.0	6.25	6	115	51	64	5	2.0	6.25	3
11	12	208	91	117	5	1.0	3.125	6	125	56	69	5	1.0	3.125	12	199	88	111	5	4.0	12.5	4
11	12	208	91	117	5	1.0	3.125	6	125	56	69	5	1.0	3.125	6	134	59	75	5	2.0	6.25	5
11	14	193	84	109	5	1.0	3.125	10	181	80	101	5	1.0	3.125	14	204	88	116	5	2.0	6.25	5
11	6	122	55	67	5	2.0	6.25	14	193	84	109	5	1.0	3.125	6	90	41	49	5	6.0	18.75	2
11	9	237	106	131	5	2.0	6.25	12	208	91	117	5	1.0	3.125	12	206	92	114	5	3.0	9.375	4
11	7	145	64	81	5	1.0	3.125	6	123	55	68	5	1.0	3.125	7	140	63	77	5	5.0	15.625	4
11	7	145	64	81	5	1.0	3.125	6	123	55	68	5	1.0	3.125	6	128	56	72	5	4.0	12.5	4
11	7	146	64	82	5	1.0	3.125	12	208	91	117	5	1.0	3.125	7	137	61	76	5	3.0	9.375	6
11	7	146	64	82	5	1.0	3.125	12	208	91	117	5	1.0	3.125	12	217	94	123	5	4.0	12.5	5
11	6	126	56	70	5	1.0	3.125	7	145	64	81	5	1.0	3.125	6	130	57	73	5	2.0	6.25	5
11	6	126	56	70	5	1.0	3.125	7	145	64	81	5	1.0	3.125	7	141	63	78	5	3.0	9.375	5
11	6	126	56	70	5	1.0	3.125	10	252	113	139	5	2.0	6.25	10	257	114	143	5	3.0	9.375	4
11	7	145	64	81	5	1.0	3.125	14	193	84	109	5	1.0	3.125	7	143	63	80	5	2.0	6.25	6
11	7	145	64	81	5	1.0	3.125	14	193	84	109	5	1.0	3.125	14	195	85	110	5	4.0	12.5	5
11	14	193	84	109	5	1.0	3.125	7	142	63	79	5	1.0	3.125	14	191	84	107	5	3.0	9.375	5
11	14	193	84	109	5	1.0	3.125	7	142	63	79	5	1.0	3.125	7	144	63	81	5	2.0	6.25	5
11	6	101	46	55	5	2.0	6.25	10	159	71	88	5	1.0	3.125	6	113	49	64	5	3.0	9.375	3
11	7	143	63	80	5	1.0	3.125	6	124	55	69	5	2.0	6.25	7	150	66	84	5	3.0	9.375	5
11	7	143	63	80	5	1.0	3.125	6	124	55	69	5	2.0	6.25	6	117	52	65	5	5.0	15.625	4
11	7	109	51	58	5	2.0	6.25	6	134	60	74	5	1.0	3.125	7	100	48	52	5	5.0	15.625	4
11	7	109	51	58	5	2.0	6.25	6	134	60	74	5	1.0	3.125	6	143	63	80	5	2.0	6.25	5
11	6	130	58	72	5	2.0	6.25	7	142	63	79	5	1.0	3.125	6	128	58	70	5	4.0	12.5	5
11	6	130	58	72	5	2.0	6.25	7	142	63	79	5	1.0	3.125	7	144	63	81	5	2.0	6.25	5
11	7	145	64	81	5	1.0	3.125	6	121	54	67	5	1.0	3.125	6	120	53	67	5	2.0	6.25	4
11	7	143	62	81	5	1.0	3.125	6	121	55	66	5	1.0	3.125	7	144	62	82	5	2.0	6.25	7
11	7	143	62	81	5	1.0	3.125	6	121	55	66	5	1.0	3.125	6	120	55	65	5	4.0	12.5	5
11	6	134	60	74	5	1.0	3.125	10	152	71	81	5	0.0	0.0	11	171	77	94	5	2.0	6.25	5
11	6	124	55	69	5	2.0	6.25	6	133	59	74	5	2.0	6.25	6	123	55	68	5	3.0	9.375	5
11	6	133	59	74	5	2.0	6.25	6	126	56	70	5	1.0	3.125	6	132	59	73	5	3.0	9.375	5
11	12	208	91	117	5	1.0	3.125	6	125	56	69	5	1.0	3.125	12	209	92	117	5	2.0	6.25	4
11	12	208	91	117	5	1.0	3.125	6	135	59	76	5	1.0	3.125	6	125	56	69	5	6.0	18.75	4
11	6	123	55	68	5	1.0	3.125	14	193	84	109	5	1.0	3.125	0	1	0	1	1	10.0	31.25	0
11	6	123	55	68	5	1.0	3.125	14	193	84	109	5	1.0	3.125	14	315	139	176	5	2.0	6.25	5
11	9	246	110	136	5	2.0	6.25	7	109	51	58	5	2.0	6.25	9	252	113	139	5	4.0	12.5	5
11	9	246	110	136	5	2.0	6.25	7	109	51	58	5	2.0	6.25	7	103	48	55	5	3.0	9.375	4
11	7	142	63	79	5	1.0	3.125	12	208	91	117	5	1.0	3.125	7	132	59	73	5	2.0	6.25	3
11	7	142	63	79	5	1.0	3.125	12	208	91	117	5	1.0	3.125	12	218	95	123	5	2.0	6.25	5
11	10	252	113	139	5	2.0	6.25	6	121	55	66	5	1.0	3.125	6	108	50	58	5	3.0	9.375	3
11	12	208	91	117	5	1.0	3.125	12	208	91	117	5	1.0	3.125	12	260	113	147	5	2.0	6.25	4
11	6	126	56	70	5	1.0	3.125	7	145	64	81	5	1.0	3.125	7	139	62	77	5	4.0	12.5	6
11	6	109	50	59	5	1.0	3.125	6	121	54	67	5	1.0	3.125	6	107	49	58	5	3.0	9.375	4
11	10	252	113	139	5	2.0	6.25	5	125	56	69	5	2.0	6.25	10	243	109	134	5	4.0	12.5	3
11	6	135	59	76	5	1.0	3.125	7	145	64	81	5	1.0	3.125	6	138	61	77	5	3.0	9.375	4
11	6	135	59	76	5	1.0	3.125	7	145	64	81	5	1.0	3.125	7	142	62	80	5	2.0	6.25	4
11	7	146	64	82	5	1.0	3.125	10	252	113	139	5	2.0	6.25	7	148	64	84	5	2.0	6.25	5
12	7	156	69	87	5	1.0	3.125	10	179	80	99	5	1.0	3.125	1	3	1	2	2	10.0	31.25	1
12	11	155	72	83	5	0.0	0.0	13	207	92	115	5	1.0	3.125	11	155	72	83	5	1.0	3.125	5
12	6	126	56	70	5	1.0	3.125	10	170	76	94	5	1.0	3.125	10	173	77	96	5	3.0	9.375	5
12	10	154	69	85	5	2.0	6.25	6	126	56	70	5	1.0	3.125	6	126	56	70	5	2.0	6.25	5
12	10	155	70	85	5	1.0	3.125	10	152	71	81	5	0.0	0.0	10	149	70	79	5	1.0	3.125	4
12	10	166	74	92	5	1.0	3.125	6	134	60	74	5	1.0	3.125	10	142	64	78	5	2.0	6.25	3
12	10	166	74	92	5	1.0	3.125	6	134	60	74	5	1.0	3.125	8	158	70	88	5	4.0	12.5	5
12	10	155	70	85	5	1.0	3.125	6	124	54	70	5	1.0	3.125	6	119	51	68	5	4.0	12.5	4
12	10	159	72	87	5	1.0	3.125	6	126	56	70	5	1.0	3.125	10	168	74	94	5	4.0	12.5	4
12	10	159	72	87	5	1.0	3.125	6	126	56	70	5	1.0	3.125	6	117	54	63	5	2.0	6.25	5
12	6	123	55	68	5	1.0	3.125	6	123	55	68	5	1.0	3.125	6	62	28	34	5	6.0	18.75	2
12	6	123	55	68	5	1.0	3.125	6	123	55	68	5	1.0	3.125	10	184	82	102	5	2.0	6.25	6
12	6	123	55	68	5	1.0	3.125	6	121	55	66	5	1.0	3.125	6	122	54	68	5	5.0	15.625	4
12	7	156	69	87	5	1.0	3.125	10	170	76	94	5	1.0	3.125	7	153	68	85	5	2.0	6.25	5
12	7	156	69	87	5	1.0	3.125	10	170	76	94	5	1.0	3.125	10	173	77	96	5	3.0	9.375	3
12	10	152	71	81	5	0.0	0.0	12	209	92	117	5	2.0	6.25	10	136	62	74	5	1.0	3.125	3
12	7	136	60	76	5	1.0	3.125	14	211	91	120	5	1.0	3.125	7	135	60	75	5	5.0	15.625	5
12	10	158	71	87	5	1.0	3.125	14	211	91	120	5	1.0	3.125	14	208	90	118	5	2.0	6.25	4
12	6	123	54	69	5	1.0	3.125	10	152	71	81	5	0.0	0.0	6	117	52	65	5	2.0	6.25	3
12	6	123	54	69	5	1.0	3.125	10	152	71	81	5	0.0	0.0	10	158	73	85	5	4.0	12.5	5
12	7	175	79	96	5	1.0	3.125	10	159	72	87	5	1.0	3.125	7	163	71	92	5	3.0	9.375	3
12	10	152	71	81	5	0.0	0.0	14	211	91	120	5	1.0	3.125	10	161	74	87	5	1.0	3.125	5
12	14	191	82	109	5	1.0	3.125	6	134	60	74	5	1.0	3.125	14	207	89	118	5	2.0	6.25	4
12	14	191	82	109	5	1.0	3.125	6	134	60	74	5	1.0	3.125	6	118	53	65	5	4.0	12.5	3
12	6	134	59	75	5	1.0	3.125	10	159	72	87	5	1.0	3.125	6	114	49	65	5	3.0	9.375	3
12	6	134	59	75	5	1.0	3.125	10	159	72	87	5	1.0	3.125	10	179	82	97	5	2.0	6.25	5
12	10	152	71	81	5	0.0	0.0	6	126	56	70	5	1.0	3.125	10	159	72	87	5	1.0	3.125	4
12	10	152	71	81	5	0.0	0.0	6	126	56	70	5	1.0	3.125	6	119	55	64	5	2.0	6.25	5
12	6	134	59	75	5	1.0	3.125	10	152	71	81	5	0.0	0.0	6	134	59	75	5	2.0	6.25	5
12	6	134	59	75	5	1.0	3.125	10	152	71	81	5	0.0	0.0	10	152	71	81	5	1.0	3.125	5
12	10	155	70	85	5	1.0	3.125	6	128	58	70	5	1.0	3.125	10	155	70	85	5	2.0	6.25	5
12	10	155	70	85	5	1.0	3.125	6	128	58	70	5	1.0	3.125	6	128	58	70	5	3.0	9.375	5
12	13	207	92	115	5	1.0	3.125	6	126	56	70	5	1.0	3.125	13	203	90	113	5	3.0	9.375	4
12	13	207	92	115	5	1.0	3.125	6	126	56	70	5	1.0	3.125	6	130	58	72	5	3.0	9.375	5
12	9	237	106	131	5	2.0	6.25	12	167	74	93	5	1.0	3.125	12	167	74	93	5	2.0	6.25	5
12	6	124	54	70	5	1.0	3.125	10	155	70	85	5	1.0	3.125	6	105	46	59	5	7.0	21.875	2
12	6	124	54	70	5	1.0	3.125	10	155	70	85	5	1.0	3.125	10	174	78	96	5	6.0	18.75	4
12	10	158	71	87	5	1.0	3.125	10	154	69	85	5	2.0	6.25	10	182	81	101	5	2.0	6.25	5
12	10	166	74	92	5	1.0	3.125	6	128	58	70	5	1.0	3.125	10	147	64	83	5	2.0	6.25	3
12	10	166	74	92	5	1.0	3.125	7	142	63	79	5	1.0	3.125	10	183	80	103	5	3.0	9.375	4
12	10	166	74	92	5	1.0	3.125	7	142	63	79	5	1.0	3.125	7	125	57	68	5	5.0	15.625	3
12	10	152	71	81	5	0.0	0.0	14	211	91	120	5	1.0	3.125	10	152	71	81	5	2.0	6.25	5
12	7	145	64	81	5	1.0	3.125	11	155	72	83	5	0.0	0.0	11	154	71	83	5	2.0	6.25	4
12	10	159	72	87	5	1.0	3.125	10	159	72	87	5	1.0	3.125	10	138	64	74	5	5.0	15.625	4
12	10	179	80	99	5	1.0	3.125	6	126	56	70	5	1.0	3.125	10	193	84	109	5	3.0	9.375	4
12	12	218	94	124	5	1.0	3.125	6	134	59	75	5	1.0	3.125	12	215	93	122	5	3.0	9.375	4
12	6	121	55	66	5	1.0	3.125	6	126	56	70	5	1.0	3.125	6	121	55	66	5	2.0	6.25	5
12	12	209	92	117	5	2.0	6.25	15	190	85	105	5	1.0	3.125	12	178	77	101	5	9.0	28.125	2
12	6	123	55	68	5	1.0	3.125	10	170	76	94	5	1.0	3.125	1	4	1	3	2	10.0	31.25	1
12	6	123	55	68	5	1.0	3.125	8	232	105	127	5	1.0	3.125	8	230	103	127	5	3.0	9.375	3
12	6	123	55	68	5	1.0	3.125	10	152	71	81	5	0.0	0.0	10	156	72	84	5	1.0	3.125	5
12	6	123	55	68	5	1.0	3.125	10	155	70	85	5	1.0	3.125	6	128	57	71	5	2.0	6.25	5
12	6	123	55	68	5	1.0	3.125	10	155	70	85	5	1.0	3.125	10	150	68	82	5	4.0	12.5	4
12	6	121	55	66	5	1.0	3.125	6	126	56	70	5	1.0	3.125	6	121	55	66	5	2.0	6.25	5
12	10	152	71	81	5	0.0	0.0	9	202	88	114	5	1.0	3.125	9	202	88	114	5	3.0	9.375	5
12	10	158	71	87	5	1.0	3.125	6	121	55	66	5	1.0	3.125	10	152	69	83	5	2.0	6.25	4
12	6	133	58	75	5	1.0	3.125	10	166	74	92	5	1.0	3.125	6	109	46	63	5	4.0	12.5	2
12	10	166	74	92	5	1.0	3.125	6	123	55	68	5	1.0	3.125	10	164	74	90	5	4.0	12.5	5
12	10	166	74	92	5	1.0	3.125	6	123	55	68	5	1.0	3.125	6	125	55	70	5	6.0	18.75	5
12	12	209	92	117	5	2.0	6.25	13	207	92	115	5	1.0	3.125	12	207	90	117	5	5.0	15.625	4
12	12	209	92	117	5	2.0	6.25	13	207	92	115	5	1.0	3.125	13	209	94	115	5	4.0	12.5	5
12	6	126	56	70	5	1.0	3.125	10	152	71	81	5	0.0	0.0	6	121	54	67	5	3.0	9.375	4
12	12	218	94	124	5	1.0	3.125	10	155	70	85	5	1.0	3.125	12	187	79	108	5	5.0	15.625	2
12	6	123	54	69	5	1.0	3.125	6	126	56	70	5	1.0	3.125	6	126	56	70	5	2.0	6.25	5
12	6	123	54	69	5	1.0	3.125	6	126	56	70	5	1.0	3.125	6	123	54	69	5	3.0	9.375	4
12	7	145	64	81	5	1.0	3.125	12	209	92	117	5	2.0	6.25	7	164	74	90	5	4.0	12.5	5
12	6	128	58	70	5	1.0	3.125	6	124	54	70	5	1.0	3.125	6	115	53	62	5	2.0	6.25	3
12	10	160	73	87	5	1.0	3.125	7	142	62	80	5	1.0	3.125	10	167	78	89	5	3.0	9.375	5
12	10	160	73	87	5	1.0	3.125	7	142	62	80	5	1.0	3.125	7	135	57	78	5	4.0	12.5	3
12	6	126	56	70	5	1.0	3.125	7	142	63	79	5	1.0	3.125	6	120	53	67	5	2.0	6.25	3
12	6	126	56	70	5	1.0	3.125	7	142	63	79	5	1.0	3.125	7	148	66	82	5	3.0	9.375	5
12	6	126	56	70	5	1.0	3.125	6	126	56	70	5	1.0	3.125	6	126	56	70	5	2.0	6.25	5
12	10	158	71	87	5	1.0	3.125	8	232	105	127	5	1.0	3.125	10	160	73	87	5	2.0	6.25	5
12	6	134	60	74	5	1.0	3.125	12	167	74	93	5	1.0	3.125	6	133	59	74	5	4.0	12.5	4
12	10	179	80	99	5	1.0	3.125	6	123	55	68	5	1.0	3.125	9	140	63	77	5	2.0	6.25	4
