G	P1D	P1L	P1Fs	P1Ts	P1DTs	P1Fit	P1Behav	P2D	P2L	P2Fs	P2Ts	P2DTs	P2Fit	P2Behav	CD	CL	CFs	CTs	CDTs	CFit	CBehav	Mod_D
37	17	386	185	201	5	0.0	0.0	17	384	183	201	5	0.0	0.0	17	375	177	198	5	4.0	12.5	3
37	13	261	119	142	5	0.0	0.0	17	443	213	230	5	0.0	0.0	12	175	81	94	5	5.0	15.625	3
37	15	428	201	227	5	0.0	0.0	16	370	174	196	5	0.0	0.0	16	378	177	201	5	1.0	3.125	5
37	16	363	172	191	5	0.0	0.0	16	331	154	177	5	0.0	0.0	16	324	152	172	5	3.0	9.375	4
37	17	389	188	201	5	0.0	0.0	17	376	178	198	5	0.0	0.0	17	376	178	198	5	2.0	6.25	5
37	15	452	210	242	5	0.0	0.0	16	331	154	177	5	0.0	0.0	16	328	153	175	5	3.0	9.375	4
37	17	445	208	237	5	0.0	0.0	16	363	172	191	5	0.0	0.0	17	459	215	244	5	1.0	3.125	5
37	17	400	194	206	5	0.0	0.0	17	402	191	211	5	0.0	0.0	17	440	212	228	5	1.0	3.125	4
37	17	386	185	201	5	0.0	0.0	17	376	178	198	5	0.0	0.0	17	385	186	199	5	1.0	3.125	5
37	17	402	191	211	5	0.0	0.0	17	402	191	211	5	0.0	0.0	17	381	181	200	5	4.0	12.5	3
37	13	255	116	139	5	0.0	0.0	17	418	198	220	5	0.0	0.0	17	435	205	230	5	1.0	3.125	5
37	17	396	187	209	5	0.0	0.0	13	255	116	139	5	0.0	0.0	13	237	109	128	5	4.0	12.5	5
37	17	376	178	198	5	0.0	0.0	17	386	185	201	5	0.0	0.0	17	349	166	183	5	3.0	9.375	3
37	17	384	183	201	5	0.0	0.0	17	400	194	206	5	0.0	0.0	17	384	183	201	5	1.0	3.125	5
37	17	409	196	213	5	0.0	0.0	17	418	198	220	5	0.0	0.0	17	419	199	220	5	1.0	3.125	5
37	13	261	119	142	5	0.0	0.0	17	400	194	206	5	0.0	0.0	13	260	119	141	5	3.0	9.375	5
37	17	409	196	213	5	0.0	0.0	17	388	186	202	5	0.0	0.0	17	409	196	213	5	1.0	3.125	5
37	17	397	192	205	5	0.0	0.0	17	395	186	209	5	0.0	0.0	17	399	193	206	5	1.0	3.125	4
37	17	397	192	205	5	0.0	0.0	15	429	201	228	5	0.0	0.0	17	443	216	227	5	2.0	6.25	4
37	17	469	219	250	5	0.0	0.0	17	386	185	201	5	0.0	0.0	17	467	218	249	5	2.0	6.25	4
37	17	457	213	244	5	0.0	0.0	15	453	213	240	5	0.0	0.0	17	456	213	243	5	1.0	3.125	11
37	17	469	219	250	5	0.0	0.0	17	443	213	230	5	0.0	0.0	17	404	194	210	5	3.0	9.375	4
37	15	431	202	229	5	0.0	0.0	17	386	185	201	5	0.0	0.0	17	383	184	199	5	4.0	12.5	4
37	17	447	209	238	5	0.0	0.0	16	360	173	187	5	0.0	0.0	16	372	178	194	5	2.0	6.25	5
37	17	395	186	209	5	0.0	0.0	16	363	172	191	5	0.0	0.0	16	334	158	176	5	6.0	18.75	2
38	15	540	254	286	5	0.0	0.0	17	386	185	201	5	0.0	0.0	15	539	254	285	5	2.0	6.25	5
38	17	388	186	202	5	0.0	0.0	15	490	231	259	5	0.0	0.0	6	95	45	50	5	10.0	31.25	2
38	15	490	231	259	5	0.0	0.0	17	389	188	201	5	0.0	0.0	17	391	188	203	5	1.0	3.125	6
38	15	442	206	236	5	0.0	0.0	17	469	219	250	5	0.0	0.0	15	440	206	234	5	1.0	3.125	6
38	17	396	187	209	5	0.0	0.0	13	221	101	120	5	0.0	0.0	13	220	100	120	5	2.0	6.25	4
38	13	199	92	107	5	0.0	0.0	13	280	134	146	5	0.0	0.0	13	206	95	111	5	2.0	6.25	5
38	13	199	92	107	5	0.0	0.0	13	280	134	146	5	0.0	0.0	13	273	131	142	5	1.0	3.125	4
38	17	409	196	213	5	0.0	0.0	15	442	206	236	5	0.0	0.0	17	413	200	213	5	2.0	6.25	5
38	17	409	196	213	5	0.0	0.0	15	442	206	236	5	0.0	0.0	15	438	202	236	5	1.0	3.125	8
38	17	386	185	201	5	0.0	0.0	16	360	173	187	5	0.0	0.0	17	349	167	182	5	10.0	31.25	2
38	17	371	178	193	5	0.0	0.0	15	451	213	238	5	0.0	0.0	6	91	42	49	5	5.0	15.625	2
38	15	442	206	236	5	0.0	0.0	17	466	218	248	5	0.0	0.0	17	496	231	265	5	1.0	3.125	5
38	15	540	254	286	5	0.0	0.0	17	388	186	202	5	0.0	0.0	17	389	186	203	5	1.0	3.125	6
38	17	386	187	199	5	0.0	0.0	17	388	186	202	5	0.0	0.0	17	401	195	206	5	1.0	3.125	4
38	16	349	164	185	5	0.0	0.0	17	389	189	200	5	0.0	0.0	16	341	161	180	5	2.0	6.25	4
38	17	409	196	213	5	0.0	0.0	13	280	134	146	5	0.0	0.0	13	279	134	145	5	1.0	3.125	6
38	16	360	173	187	5	0.0	0.0	17	395	191	204	5	0.0	0.0	17	569	275	294	5	2.0	6.25	5
38	15	540	254	286	5	0.0	0.0	17	394	186	208	5	0.0	0.0	0	1	0	1	1	10.0	31.25	0
38	16	360	173	187	5	0.0	0.0	17	444	213	231	5	0.0	0.0	12	166	79	87	5	3.0	9.375	4
38	15	428	201	227	5	0.0	0.0	17	394	186	208	5	0.0	0.0	17	387	183	204	5	1.0	3.125	4
38	16	362	172	190	5	0.0	0.0	17	384	183	201	5	0.0	0.0	16	383	181	202	5	1.0	3.125	5
38	16	349	164	185	5	0.0	0.0	15	540	254	286	5	0.0	0.0	15	539	254	285	5	1.0	3.125	7
38	17	395	191	204	5	0.0	0.0	15	428	201	227	5	0.0	0.0	15	429	201	228	5	4.0	12.5	4
38	15	365	170	195	5	0.0	0.0	13	221	101	120	5	0.0	0.0	15	369	171	198	5	2.0	6.25	4
38	17	388	186	202	5	0.0	0.0	16	535	252	283	5	0.0	0.0	17	395	191	204	5	1.0	3.125	5
38	17	388	186	202	5	0.0	0.0	16	535	252	283	5	0.0	0.0	16	528	247	281	5	2.0	6.25	3
38	17	371	178	193	5	0.0	0.0	13	221	101	120	5	0.0	0.0	13	219	100	119	5	1.0	3.125	4
38	17	423	201	222	5	0.0	0.0	17	412	197	215	5	0.0	0.0	8	113	54	59	5	5.0	15.625	2
38	15	365	170	195	5	0.0	0.0	15	442	206	236	5	0.0	0.0	15	358	167	191	5	2.0	6.25	4
38	17	386	187	199	5	0.0	0.0	15	428	201	227	5	0.0	0.0	17	387	186	201	5	2.0	6.25	5
38	17	396	187	209	5	0.0	0.0	16	360	173	187	5	0.0	0.0	17	376	177	199	5	4.0	12.5	3
38	17	466	218	248	5	0.0	0.0	15	451	213	238	5	0.0	0.0	17	464	217	247	5	1.0	3.125	10
38	17	409	196	213	5	0.0	0.0	16	338	157	181	5	0.0	0.0	17	410	195	215	5	3.0	9.375	4
38	17	443	213	230	5	0.0	0.0	17	384	183	201	5	0.0	0.0	17	442	213	229	5	2.0	6.25	5
38	17	384	183	201	5	0.0	0.0	16	349	164	185	5	0.0	0.0	17	387	183	204	5	3.0	9.375	4
38	17	395	191	204	5	0.0	0.0	15	442	206	236	5	0.0	0.0	17	395	191	204	5	1.0	3.125	5
38	13	199	92	107	5	0.0	0.0	16	535	252	283	5	0.0	0.0	13	198	92	106	5	3.0	9.375	5
38	13	199	92	107	5	0.0	0.0	15	365	170	195	5	0.0	0.0	13	200	93	107	5	2.0	6.25	7
38	17	416	196	220	5	0.0	0.0	15	428	201	227	5	0.0	0.0	17	414	195	219	5	1.0	3.125	4
38	17	444	213	231	5	0.0	0.0	17	478	227	251	5	0.0	0.0	17	443	213	230	5	3.0	9.375	3
38	17	384	183	201	5	0.0	0.0	17	416	196	220	5	0.0	0.0	8	113	54	59	5	5.0	15.625	2
38	17	395	191	204	5	0.0	0.0	17	412	197	215	5	0.0	0.0	17	414	198	216	5	5.0	15.625	5
38	17	388	186	202	5	0.0	0.0	13	280	134	146	5	0.0	0.0	13	272	129	143	5	1.0	3.125	4
38	13	199	92	107	5	0.0	0.0	17	414	194	220	5	0.0	0.0	13	180	84	96	5	1.0	3.125	5
38	16	349	164	185	5	0.0	0.0	15	365	170	195	5	0.0	0.0	12	158	76	82	5	4.0	12.5	4
38	15	451	213	238	5	0.0	0.0	17	442	213	229	5	0.0	0.0	15	475	225	250	5	1.0	3.125	5
38	15	442	206	236	5	0.0	0.0	16	338	157	181	5	0.0	0.0	15	455	213	242	5	4.0	12.5	6
38	15	489	231	258	5	0.0	0.0	17	394	184	210	5	0.0	0.0	17	425	201	224	5	6.0	18.75	4
38	17	386	187	199	5	0.0	0.0	15	451	213	238	5	0.0	0.0	15	443	210	233	5	2.0	6.25	4
38	17	416	196	220	5	0.0	0.0	13	280	134	146	5	0.0	0.0	11	277	130	147	5	5.0	15.625	4
38	17	442	213	229	5	0.0	0.0	17	394	184	210	5	0.0	0.0	17	610	288	322	5	4.0	12.5	5
38	17	423	201	222	5	0.0	0.0	17	396	187	209	5	0.0	0.0	17	408	193	215	5	2.0	6.25	4
38	17	416	196	220	5	0.0	0.0	13	199	92	107	5	0.0	0.0	17	412	195	217	5	1.0	3.125	5
38	17	416	196	220	5	0.0	0.0	13	199	92	107	5	0.0	0.0	13	203	93	110	5	1.0	3.125	5
38	16	349	164	185	5	0.0	0.0	17	386	187	199	5	0.0	0.0	12	153	73	80	5	2.0	6.25	5
38	17	482	229	253	5	0.0	0.0	15	493	231	262	5	0.0	0.0	17	481	228	253	5	1.0	3.125	4
38	16	360	173	187	5	0.0	0.0	13	199	92	107	5	0.0	0.0	13	253	117	136	5	1.0	3.125	5
38	15	442	206	236	5	0.0	0.0	17	478	227	251	5	0.0	0.0	15	463	216	247	5	1.0	3.125	5
38	17	479	227	252	5	0.0	0.0	13	222	103	119	5	0.0	0.0	13	216	99	117	5	4.0	12.5	3
38	17	414	194	220	5	0.0	0.0	17	396	187	209	5	0.0	0.0	17	341	159	182	5	4.0	12.5	2
38	16	360	173	187	5	0.0	0.0	15	365	170	195	5	0.0	0.0	16	357	171	186	5	1.0	3.125	4
38	15	428	201	227	5	0.0	0.0	15	442	206	236	5	0.0	0.0	15	388	180	208	5	10.0	31.25	2
38	17	414	194	220	5	0.0	0.0	16	338	157	181	5	0.0	0.0	16	340	157	183	5	1.0	3.125	5
38	15	442	206	236	5	0.0	0.0	13	222	103	119	5	0.0	0.0	13	221	102	119	5	1.0	3.125	6
38	17	396	187	209	5	0.0	0.0	13	222	103	119	5	0.0	0.0	9	178	83	95	5	1.0	3.125	4
38	17	442	213	229	5	0.0	0.0	17	416	196	220	5	0.0	0.0	17	418	203	215	5	4.0	12.5	3
38	17	423	201	222	5	0.0	0.0	15	442	206	236	5	0.0	0.0	17	422	201	221	5	1.0	3.125	5
38	16	360	173	187	5	0.0	0.0	17	386	187	199	5	0.0	0.0	16	360	173	187	5	2.0	6.25	5
38	17	412	197	215	5	0.0	0.0	17	444	213	231	5	0.0	0.0	17	454	217	237	5	1.0	3.125	3
38	13	199	92	107	5	0.0	0.0	17	469	219	250	5	0.0	0.0	8	90	42	48	5	3.0	9.375	3
38	13	199	92	107	5	0.0	0.0	17	469	219	250	5	0.0	0.0	17	578	269	309	5	2.0	6.25	5
38	17	404	193	211	5	0.0	0.0	17	466	218	248	5	0.0	0.0	17	492	237	255	5	3.0	9.375	5
38	17	404	193	211	5	0.0	0.0	17	466	218	248	5	0.0	0.0	17	378	174	204	5	1.0	3.125	7
38	17	444	213	231	5	0.0	0.0	15	365	170	195	5	0.0	0.0	2	11	4	7	4	10.0	31.25	2
38	17	384	183	201	5	0.0	0.0	17	386	185	201	5	0.0	0.0	17	379	181	198	5	1.0	3.125	4
38	15	489	231	258	5	0.0	0.0	17	469	219	250	5	0.0	0.0	17	469	219	250	5	1.0	3.125	5
38	17	394	184	210	5	0.0	0.0	13	221	101	120	5	0.0	0.0	8	132	62	70	5	3.0	9.375	2
38	13	221	101	120	5	0.0	0.0	17	404	193	211	5	0.0	0.0	1	3	1	2	2	10.0	31.25	1
38	16	360	173	187	5	0.0	0.0	17	389	188	201	5	0.0	0.0	17	389	188	201	5	2.0	6.25	3
38	17	412	197	215	5	0.0	0.0	13	221	101	120	5	0.0	0.0	13	205	94	111	5	8.0	25.0	3
38	15	490	231	259	5	0.0	0.0	15	365	170	195	5	0.0	0.0	2	6	3	3	2	16.0	50.0	1
38	13	280	134	146	5	0.0	0.0	17	469	219	250	5	0.0	0.0	17	467	219	248	5	2.0	6.25	9
38	13	280	134	146	5	0.0	0.0	17	394	186	208	5	0.0	0.0	13	281	133	148	5	2.0	6.25	4
38	17	444	213	231	5	0.0	0.0	17	396	187	209	5	0.0	0.0	17	403	190	213	5	1.0	3.125	5
38	17	444	213	231	5	0.0	0.0	17	416	196	220	5	0.0	0.0	17	418	199	219	5	2.0	6.25	4
38	17	469	219	250	5	0.0	0.0	15	365	170	195	5	0.0	0.0	15	357	167	190	5	5.0	15.625	3
38	17	394	186	208	5	0.0	0.0	17	409	196	213	5	0.0	0.0	17	410	196	214	5	1.0	3.125	5
38	16	485	231	254	5	0.0	0.0	15	428	201	227	5	0.0	0.0	15	396	185	211	5	5.0	15.625	2
38	15	428	201	227	5	0.0	0.0	17	479	227	252	5	0.0	0.0	15	406	191	215	5	4.0	12.5	2
38	17	416	196	220	5	0.0	0.0	15	365	170	195	5	0.0	0.0	17	417	196	221	5	1.0	3.125	5
38	16	360	173	187	5	0.0	0.0	16	338	157	181	5	0.0	0.0	16	363	174	189	5	1.0	3.125	5
39	17	474	225	249	5	0.0	0.0	9	176	82	94	5	0.0	0.0	17	475	226	249	5	5.0	15.625	5
39	17	474	225	249	5	0.0	0.0	9	176	82	94	5	0.0	0.0	9	175	81	94	5	1.0	3.125	4
39	17	418	201	217	5	0.0	0.0	17	474	225	249	5	0.0	0.0	17	453	217	236	5	4.0	12.5	3
39	17	394	184	210	5	0.0	0.0	15	488	231	257	5	0.0	0.0	17	409	193	216	5	6.0	18.75	4
39	15	514	242	272	5	0.0	0.0	16	340	158	182	5	0.0	0.0	16	343	159	184	5	1.0	3.125	5
39	15	488	231	257	5	0.0	0.0	17	501	237	264	5	0.0	0.0	15	487	230	257	5	1.0	3.125	4
39	17	384	186	198	5	0.0	0.0	15	250	115	135	5	0.0	0.0	17	385	187	198	5	2.0	6.25	5
39	17	384	186	198	5	0.0	0.0	15	250	115	135	5	0.0	0.0	15	249	114	135	5	3.0	9.375	6
39	16	356	171	185	5	0.0	0.0	16	517	247	270	5	0.0	0.0	16	524	250	274	5	1.0	3.125	5
39	14	351	165	186	5	0.0	0.0	17	386	187	199	5	0.0	0.0	17	390	189	201	5	6.0	18.75	3
39	17	386	187	199	5	0.0	0.0	17	441	212	229	5	0.0	0.0	17	382	184	198	5	1.0	3.125	3
39	16	517	247	270	5	0.0	0.0	15	488	231	257	5	0.0	0.0	15	488	231	257	5	1.0	3.125	5
39	16	535	252	283	5	0.0	0.0	16	349	164	185	5	0.0	0.0	16	348	164	184	5	1.0	3.125	5
39	15	488	231	257	5	0.0	0.0	9	176	82	94	5	0.0	0.0	15	489	232	257	5	4.0	12.5	5
39	15	488	231	257	5	0.0	0.0	9	176	82	94	5	0.0	0.0	9	175	81	94	5	1.0	3.125	4
39	17	391	187	204	5	0.0	0.0	16	517	244	273	5	0.0	0.0	17	388	185	203	5	1.0	3.125	4
39	15	428	201	227	5	0.0	0.0	16	325	150	175	5	0.0	0.0	15	456	215	241	5	1.0	3.125	5
39	9	176	82	94	5	0.0	0.0	17	433	202	231	5	0.0	0.0	9	165	76	89	5	3.0	9.375	2
39	13	227	105	122	5	0.0	0.0	17	395	188	207	5	0.0	0.0	17	383	182	201	5	1.0	3.125	4
39	15	428	201	227	5	0.0	0.0	17	378	184	194	5	0.0	0.0	17	415	199	216	5	6.0	18.75	3
39	16	325	150	175	5	0.0	0.0	17	474	225	249	5	0.0	0.0	16	320	149	171	5	4.0	12.5	4
39	16	325	150	175	5	0.0	0.0	17	474	225	249	5	0.0	0.0	16	334	153	181	5	3.0	9.375	5
39	16	325	150	175	5	0.0	0.0	17	474	225	249	5	0.0	0.0	17	465	222	243	5	1.0	3.125	4
39	9	176	82	94	5	0.0	0.0	17	378	184	194	5	0.0	0.0	9	177	83	94	5	1.0	3.125	6
39	16	485	231	254	5	0.0	0.0	16	340	158	182	5	0.0	0.0	16	340	158	182	5	1.0	3.125	5
39	17	388	186	202	5	0.0	0.0	15	250	115	135	5	0.0	0.0	15	251	115	136	5	1.0	3.125	5
39	9	176	82	94	5	0.0	0.0	17	378	184	194	5	0.0	0.0	9	158	74	84	5	1.0	3.125	4
39	17	388	186	202	5	0.0	0.0	15	428	201	227	5	0.0	0.0	17	377	182	195	5	1.0	3.125	4
39	14	351	165	186	5	0.0	0.0	17	384	186	198	5	0.0	0.0	14	352	165	187	5	2.0	6.25	5
39	13	227	105	122	5	0.0	0.0	16	363	175	188	5	0.0	0.0	16	361	175	186	5	1.0	3.125	6
39	17	405	194	211	5	0.0	0.0	15	488	231	257	5	0.0	0.0	17	457	220	237	5	1.0	3.125	5
39	17	396	187	209	5	0.0	0.0	16	356	171	185	5	0.0	0.0	16	354	171	183	5	4.0	12.5	5
39	16	517	244	273	5	0.0	0.0	17	394	184	210	5	0.0	0.0	17	411	193	218	5	1.0	3.125	5
39	17	386	187	199	5	0.0	0.0	17	441	212	229	5	0.0	0.0	17	407	194	213	5	1.0	3.125	5
39	15	250	115	135	5	0.0	0.0	17	444	213	231	5	0.0	0.0	15	251	116	135	5	3.0	9.375	5
39	17	433	202	231	5	0.0	0.0	17	471	227	244	5	0.0	0.0	17	471	227	244	5	2.0	6.25	5
39	17	386	187	199	5	0.0	0.0	17	386	187	199	5	0.0	0.0	17	388	187	201	5	1.0	3.125	6
39	9	176	82	94	5	0.0	0.0	15	509	239	270	5	0.0	0.0	9	121	55	66	5	5.0	15.625	1
39	16	349	164	185	5	0.0	0.0	16	349	164	185	5	0.0	0.0	16	352	166	186	5	3.0	9.375	3
39	16	349	164	185	5	0.0	0.0	16	349	164	185	5	0.0	0.0	16	346	162	184	5	2.0	6.25	4
39	17	465	218	247	5	0.0	0.0	17	396	187	209	5	0.0	0.0	17	467	219	248	5	2.0	6.25	5
39	17	465	218	247	5	0.0	0.0	17	396	187	209	5	0.0	0.0	17	394	186	208	5	1.0	3.125	4
39	17	444	213	231	5	0.0	0.0	17	412	197	215	5	0.0	0.0	17	410	197	213	5	2.0	6.25	5
39	9	176	82	94	5	0.0	0.0	17	388	186	202	5	0.0	0.0	9	180	85	95	5	1.0	3.125	5
39	13	227	105	122	5	0.0	0.0	17	378	184	194	5	0.0	0.0	13	219	102	117	5	3.0	9.375	4
39	15	250	115	135	5	0.0	0.0	16	485	231	254	5	0.0	0.0	15	250	115	135	5	1.0	3.125	5
39	15	250	115	135	5	0.0	0.0	16	485	231	254	5	0.0	0.0	16	485	231	254	5	1.0	3.125	5
39	15	488	231	257	5	0.0	0.0	17	412	197	215	5	0.0	0.0	17	402	193	209	5	2.0	6.25	3
39	17	474	225	249	5	0.0	0.0	17	501	237	264	5	0.0	0.0	17	446	210	236	5	3.0	9.375	3
39	17	395	188	207	5	0.0	0.0	15	488	231	257	5	0.0	0.0	17	386	182	204	5	6.0	18.75	4
39	15	488	231	257	5	0.0	0.0	16	325	150	175	5	0.0	0.0	15	487	231	256	5	1.0	3.125	5
39	16	517	244	273	5	0.0	0.0	17	482	229	253	5	0.0	0.0	16	550	258	292	5	3.0	9.375	4
39	16	517	247	270	5	0.0	0.0	9	176	82	94	5	0.0	0.0	16	517	247	270	5	1.0	3.125	3
39	17	412	197	215	5	0.0	0.0	13	280	134	146	5	0.0	0.0	13	268	126	142	5	2.0	6.25	3
39	13	227	105	122	5	0.0	0.0	17	416	194	222	5	0.0	0.0	17	415	194	221	5	1.0	3.125	5
39	15	250	115	135	5	0.0	0.0	17	416	194	222	5	0.0	0.0	15	258	118	140	5	1.0	3.125	5
39	15	250	115	135	5	0.0	0.0	17	416	194	222	5	0.0	0.0	17	408	191	217	5	3.0	9.375	4
39	15	488	231	257	5	0.0	0.0	14	351	165	186	5	0.0	0.0	15	497	234	263	5	1.0	3.125	5
39	16	325	150	175	5	0.0	0.0	17	441	212	229	5	0.0	0.0	16	331	152	179	5	1.0	3.125	6
39	17	471	227	244	5	0.0	0.0	13	280	134	146	5	0.0	0.0	13	280	134	146	5	1.0	3.125	3
39	16	485	231	254	5	0.0	0.0	9	176	82	94	5	0.0	0.0	9	169	79	90	5	3.0	9.375	6
39	17	418	201	217	5	0.0	0.0	17	474	225	249	5	0.0	0.0	12	163	77	86	5	1.0	3.125	5
39	9	176	82	94	5	0.0	0.0	17	386	187	199	5	0.0	0.0	14	324	154	170	5	2.0	6.25	5
39	15	488	231	257	5	0.0	0.0	17	395	188	207	5	0.0	0.0	15	414	195	219	5	2.0	6.25	3
39	17	465	218	247	5	0.0	0.0	17	391	187	204	5	0.0	0.0	17	469	219	250	5	1.0	3.125	5
39	17	465	218	247	5	0.0	0.0	17	391	187	204	5	0.0	0.0	17	387	186	201	5	1.0	3.125	5
39	17	418	201	217	5	0.0	0.0	17	471	227	244	5	0.0	0.0	17	473	228	245	5	1.0	3.125	5
39	16	349	164	185	5	0.0	0.0	17	433	202	231	5	0.0	0.0	17	413	192	221	5	4.0	12.5	3
39	9	176	82	94	5	0.0	0.0	17	394	184	210	5	0.0	0.0	17	391	183	208	5	2.0	6.25	4
39	14	351	165	186	5	0.0	0.0	16	340	158	182	5	0.0	0.0	16	365	169	196	5	1.0	3.125	5
39	9	176	82	94	5	0.0	0.0	17	384	186	198	5	0.0	0.0	9	180	84	96	5	1.0	3.125	5
39	16	517	247	270	5	0.0	0.0	17	465	218	247	5	0.0	0.0	16	672	320	352	5	3.0	9.375	4
39	16	517	247	270	5	0.0	0.0	17	465	218	247	5	0.0	0.0	17	310	145	165	5	2.0	6.25	5
39	17	391	187	204	5	0.0	0.0	17	482	229	253	5	0.0	0.0	17	380	183	197	5	3.0	9.375	3
39	16	356	171	185	5	0.0	0.0	17	433	202	231	5	0.0	0.0	16	320	154	166	5	5.0	15.625	2
39	17	404	193	211	5	0.0	0.0	14	351	165	186	5	0.0	0.0	17	396	190	206	5	3.0	9.375	4
39	15	428	201	227	5	0.0	0.0	17	391	187	204	5	0.0	0.0	15	417	197	220	5	2.0	6.25	3
39	17	396	187	209	5	0.0	0.0	16	363	175	188	5	0.0	0.0	16	377	182	195	5	2.0	6.25	5
39	17	388	186	202	5	0.0	0.0	17	433	202	231	5	0.0	0.0	17	680	321	359	5	1.0	3.125	4
39	17	388	186	202	5	0.0	0.0	17	433	202	231	5	0.0	0.0	8	141	67	74	5	3.0	9.375	5
39	15	488	231	257	5	0.0	0.0	17	388	186	202	5	0.0	0.0	17	404	194	210	5	2.0	6.25	5
39	15	428	201	227	5	0.0	0.0	17	412	197	215	5	0.0	0.0	17	415	198	217	5	1.0	3.125	5
39	16	325	150	175	5	0.0	0.0	17	465	218	247	5	0.0	0.0	12	121	57	64	5	3.0	9.375	2
39	17	386	187	199	5	0.0	0.0	17	412	197	215	5	0.0	0.0	17	395	189	206	5	5.0	15.625	3
39	16	325	150	175	5	0.0	0.0	16	325	150	175	5	0.0	0.0	16	284	130	154	5	1.0	3.125	4
39	9	176	82	94	5	0.0	0.0	17	386	187	199	5	0.0	0.0	9	184	85	99	5	1.0	3.125	5
39	9	176	82	94	5	0.0	0.0	17	386	187	199	5	0.0	0.0	17	378	184	194	5	3.0	9.375	4
39	15	493	231	262	5	0.0	0.0	15	514	242	272	5	0.0	0.0	15	418	195	223	5	2.0	6.25	3
39	9	176	82	94	5	0.0	0.0	16	349	164	185	5	0.0	0.0	9	170	80	90	5	6.0	18.75	4
39	15	509	239	270	5	0.0	0.0	16	325	150	175	5	0.0	0.0	16	322	149	173	5	3.0	9.375	4
39	17	482	229	253	5	0.0	0.0	13	227	105	122	5	0.0	0.0	17	436	207	229	5	3.0	9.375	4
39	17	482	229	253	5	0.0	0.0	13	227	105	122	5	0.0	0.0	13	273	127	146	5	1.0	3.125	4
39	17	395	188	207	5	0.0	0.0	16	349	164	185	5	0.0	0.0	17	509	240	269	5	2.0	6.25	5
39	17	482	229	253	5	0.0	0.0	17	391	187	204	5	0.0	0.0	6	35	17	18	5	14.0	43.75	1
39	17	471	227	244	5	0.0	0.0	17	482	229	253	5	0.0	0.0	16	192	92	100	5	2.0	6.25	4
39	15	509	239	270	5	0.0	0.0	17	386	187	199	5	0.0	0.0	15	522	245	277	5	2.0	6.25	4
39	17	465	218	247	5	0.0	0.0	17	412	197	215	5	0.0	0.0	17	411	197	214	5	1.0	3.125	5
39	17	386	187	199	5	0.0	0.0	17	386	187	199	5	0.0	0.0	17	387	187	200	5	5.0	15.625	3
39	15	493	231	262	5	0.0	0.0	17	474	225	249	5	0.0	0.0	15	493	231	262	5	1.0	3.125	5
39	15	493	231	262	5	0.0	0.0	17	474	225	249	5	0.0	0.0	17	474	225	249	5	2.0	6.25	5
40	17	433	202	231	5	0.0	0.0	15	250	115	135	5	0.0	0.0	17	379	175	204	5	8.0	25.0	2
40	17	433	202	231	5	0.0	0.0	15	250	115	135	5	0.0	0.0	15	304	142	162	5	4.0	12.5	5
40	17	375	182	193	5	0.0	0.0	13	194	90	104	5	0.0	0.0	13	283	133	150	5	3.0	9.375	3
40	17	392	182	210	5	0.0	0.0	15	456	216	240	5	0.0	0.0	17	323	149	174	5	5.0	15.625	2
40	15	250	115	135	5	0.0	0.0	17	508	241	267	5	0.0	0.0	15	239	111	128	5	1.0	3.125	5
40	16	517	247	270	5	0.0	0.0	17	433	202	231	5	0.0	0.0	17	433	202	231	5	1.0	3.125	5
40	17	384	187	197	5	0.0	0.0	17	443	212	231	5	0.0	0.0	17	375	185	190	5	1.0	3.125	4
40	17	384	187	197	5	0.0	0.0	17	443	212	231	5	0.0	0.0	17	452	214	238	5	3.0	9.375	4
40	17	476	225	251	5	0.0	0.0	17	474	225	249	5	0.0	0.0	17	487	231	256	5	5.0	15.625	4
40	17	444	213	231	5	0.0	0.0	17	442	212	230	5	0.0	0.0	12	193	92	101	5	4.0	12.5	5
40	17	508	241	267	5	0.0	0.0	17	517	246	271	5	0.0	0.0	17	508	241	267	5	1.0	3.125	5
40	16	508	240	268	5	0.0	0.0	17	415	194	221	5	0.0	0.0	17	426	200	226	5	4.0	12.5	5
40	17	423	201	222	5	0.0	0.0	17	449	213	236	5	0.0	0.0	17	449	213	236	5	1.0	3.125	5
40	14	358	168	190	5	0.0	0.0	17	405	193	212	5	0.0	0.0	14	376	176	200	5	5.0	15.625	4
40	17	449	213	236	5	0.0	0.0	16	508	240	268	5	0.0	0.0	17	475	225	250	5	2.0	6.25	5
40	14	358	168	190	5	0.0	0.0	16	529	253	276	5	0.0	0.0	14	357	168	189	5	1.0	3.125	5
40	17	395	191	204	5	0.0	0.0	17	395	191	204	5	0.0	0.0	17	393	190	203	5	1.0	3.125	5
40	16	394	189	205	5	0.0	0.0	17	398	187	211	5	0.0	0.0	16	329	157	172	5	6.0	18.75	2
40	16	394	189	205	5	0.0	0.0	17	398	187	211	5	0.0	0.0	17	463	219	244	5	4.0	12.5	5
40	15	456	216	240	5	0.0	0.0	15	429	202	227	5	0.0	0.0	15	429	202	227	5	1.0	3.125	5
40	17	415	194	221	5	0.0	0.0	17	471	227	244	5	0.0	0.0	17	414	194	220	5	2.0	6.25	6
40	16	363	175	188	5	0.0	0.0	16	326	150	176	5	0.0	0.0	16	326	150	176	5	4.0	12.5	3
40	17	476	225	251	5	0.0	0.0	16	349	168	181	5	0.0	0.0	16	316	151	165	5	7.0	21.875	2
