G	P1D	P1L	P1Fs	P1Ts	P1DTs	P1Fit	P1Behav	P2D	P2L	P2Fs	P2Ts	P2DTs	P2Fit	P2Behav	CD	CL	CFs	CTs	CDTs	CFit	CBehav	Mod_D
10	8	159	70	89	5	2.0	6.25	6	126	57	69	5	2.0	6.25	6	128	58	70	5	1.0	3.125	5
10	10	157	71	86	5	1.0	3.125	6	126	57	69	5	2.0	6.25	6	109	50	59	5	1.0	3.125	3
10	6	123	55	68	5	1.0	3.125	12	186	81	105	5	2.0	6.25	12	247	108	139	5	1.0	3.125	5
11	6	109	50	59	5	1.0	3.125	6	121	55	66	5	1.0	3.125	6	121	54	67	5	0.0	0.0	3
11	12	188	81	107	5	2.0	6.25	10	156	70	86	5	1.0	3.125	12	190	82	108	5	1.0	3.125	4
11	6	101	46	55	5	2.0	6.25	10	159	71	88	5	1.0	3.125	10	147	68	79	5	0.0	0.0	3
11	9	246	110	136	5	2.0	6.25	6	130	58	72	5	2.0	6.25	6	133	59	74	5	1.0	3.125	5
12	6	123	55	68	5	1.0	3.125	6	121	55	66	5	1.0	3.125	6	122	56	66	5	0.0	0.0	5
12	6	121	55	66	5	1.0	3.125	10	170	76	94	5	1.0	3.125	6	111	50	61	5	0.0	0.0	2
12	10	179	80	99	5	1.0	3.125	6	126	56	70	5	1.0	3.125	6	112	52	60	5	0.0	0.0	4
12	10	170	76	94	5	1.0	3.125	6	133	58	75	5	1.0	3.125	6	129	56	73	5	0.0	0.0	4
12	12	167	74	93	5	1.0	3.125	10	158	71	87	5	1.0	3.125	10	151	71	80	5	0.0	0.0	3
12	6	128	58	70	5	1.0	3.125	6	126	56	70	5	1.0	3.125	6	129	58	71	5	0.0	0.0	5
12	7	145	64	81	5	1.0	3.125	12	218	94	124	5	1.0	3.125	7	142	62	80	5	0.0	0.0	4
13	6	121	55	66	5	1.0	3.125	10	166	74	92	5	1.0	3.125	12	223	99	124	5	0.0	0.0	4
13	6	121	55	66	5	1.0	3.125	7	142	63	79	5	1.0	3.125	7	128	57	71	5	0.0	0.0	3
