Generation	ProgID	Fitness	BScore	SatCount	NodeCount	Similarity%	Waste%	Depth	Length	Functions	Terminals	DTerminals	ModD
40	7916459	0.0	0.0	0.5	9	76.32450331125827	93.44262295081968	15	488	231	257	5	9
39	5602395	0.0	0.0	0.5	9	76.15894039735099	93.46938775510203	15	490	231	259	5	12
38	31225742	0.0	0.0	0.5	9	76.32450331125827	93.4560327198364	15	489	231	258	5	9
37	17740413	0.0	0.0	0.5	9	75.99337748344371	93.48268839103869	15	491	231	260	5	8
36	9066661	0.0	0.0	0.5	9	66.55629139072848	92.5754060324826	15	431	202	229	5	20
50	23569152	0.0	0.0	0.5	9	100.0	94.23423423423424	17	555	260	295	5	5
49	19624980	0.0	0.0	0.5	9	98.92280071813285	94.25493716337523	17	557	261	296	5	11
48	15075934	0.0	0.0	0.5	9	98.1981981981982	94.2133815551537	17	553	259	294	5	20
50	16684370	0.0	0.0	0.5	9	100.0	93.60000000000001	17	500	237	263	5	9
49	23066758	0.0	0.0	0.5	9	98.8	93.57429718875501	17	498	236	262	5	11
48	20951638	0.0	0.0	0.5	9	98.2	93.56136820925553	17	497	236	261	5	14
47	29379590	0.0	0.0	0.5	9	98.0	93.5871743486974	17	499	237	262	5	13
46	1023560	0.0	0.0	0.5	9	93.4	93.31941544885177	17	479	227	252	5	12
45	28841125	0.0	0.0	0.5	9	92.60000000000001	93.38842975206612	17	484	227	257	5	6
44	4884983	0.0	0.0	0.5	9	90.60000000000001	93.30543933054393	17	478	223	255	5	5
43	14182629	0.0	0.0	0.5	9	90.0	93.29140461215934	17	477	223	254	5	14
42	5022475	0.0	0.0	0.5	9	89.4	93.26315789473684	17	475	223	252	5	10
41	23029	0.0	0.0	0.5	9	88.8	93.29140461215934	17	477	225	252	5	13
40	12116679	0.0	0.0	0.5	9	88.2	93.27731092436974	17	476	225	251	5	9
39	11355025	0.0	0.0	0.5	9	87.4	93.24894514767934	17	474	225	249	5	10
38	7525605	0.0	0.0	0.5	9	86.8	93.3609958506224	17	482	229	253	5	11
37	13261376	0.0	0.0	0.5	9	85.6	93.31941544885177	17	479	227	252	5	9
36	21406487	0.0	0.0	0.5	9	79.0	92.85714285714286	17	448	214	234	5	11
35	17960685	0.0	0.0	0.5	9	77.8	92.7927927927928	17	444	213	231	5	20
50	33376867	2.0	6.25	0.4375	9	100.0	94.26751592356688	16	471	219	252	5	3
49	10655503	0.0	0.0	0.5	9	95.31568228105907	93.48268839103869	16	491	229	262	5	13
48	14252665	0.0	0.0	0.5	9	90.46653144016227	93.50912778904666	17	493	229	264	5	13
47	25027138	0.0	0.0	0.5	9	89.85507246376811	93.37474120082815	17	483	226	257	5	12
46	5849096	0.0	0.0	0.5	9	89.27835051546393	93.4020618556701	17	485	227	258	5	13
45	1904280	0.0	0.0	0.5	9	84.84251968503938	93.7007874015748	17	508	237	271	5	8
44	32290388	0.0	0.0	0.5	9	84.25196850393701	93.7007874015748	17	508	237	271	5	3
43	1392284	0.0	0.0	0.5	9	83.3984375	93.75	17	512	240	272	5	13
42	24320815	0.0	0.0	0.5	9	82.80632411067194	93.67588932806325	17	506	238	268	5	13
41	17045421	0.0	0.0	0.5	9	82.53968253968253	93.65079365079364	17	504	237	267	5	11
40	1504335	0.0	0.0	0.5	9	82.07171314741036	93.62549800796812	17	502	235	267	5	13
39	16664142	0.0	0.0	0.5	9	81.63672654690619	93.6127744510978	17	501	235	266	5	12
38	33172286	0.0	0.0	0.5	9	80.83832335329342	93.6127744510978	17	501	237	264	5	13
37	13261376	0.0	0.0	0.5	9	84.55114822546973	93.31941544885177	17	479	227	252	5	9
36	21406487	0.0	0.0	0.5	9	79.61783439490446	92.85714285714286	17	448	214	234	5	11
35	17960685	0.0	0.0	0.5	9	78.343949044586	92.7927927927928	17	444	213	231	5	20
50	2021571	0.0	0.0	0.5	9	100.0	93.9622641509434	17	530	252	278	5	13
49	15139323	0.0	0.0	0.5	9	95.66037735849056	93.72549019607843	17	510	242	268	5	8
48	12048244	0.0	0.0	0.5	9	93.58490566037736	93.62549800796812	17	502	239	263	5	9
47	29379590	0.0	0.0	0.5	9	92.45283018867924	93.5871743486974	17	499	237	262	5	13
46	1023560	0.0	0.0	0.5	9	88.11320754716981	93.31941544885177	17	479	227	252	5	12
45	28841125	0.0	0.0	0.5	9	87.35849056603774	93.38842975206612	17	484	227	257	5	6
44	4884983	0.0	0.0	0.5	9	85.47169811320755	93.30543933054393	17	478	223	255	5	5
43	14182629	0.0	0.0	0.5	9	84.90566037735849	93.29140461215934	17	477	223	254	5	14
42	5022475	0.0	0.0	0.5	9	84.33962264150944	93.26315789473684	17	475	223	252	5	10
41	23029	0.0	0.0	0.5	9	83.77358490566039	93.29140461215934	17	477	225	252	5	13
40	12116679	0.0	0.0	0.5	9	83.20754716981132	93.27731092436974	17	476	225	251	5	9
39	11355025	0.0	0.0	0.5	9	82.45283018867924	93.24894514767934	17	474	225	249	5	10
38	7525605	0.0	0.0	0.5	9	81.88679245283019	93.3609958506224	17	482	229	253	5	11
37	13261376	0.0	0.0	0.5	9	80.75471698113208	93.31941544885177	17	479	227	252	5	9
36	21406487	0.0	0.0	0.5	9	74.52830188679245	92.85714285714286	17	448	214	234	5	11
35	17960685	0.0	0.0	0.5	9	73.39622641509433	92.7927927927928	17	444	213	231	5	20
50	19469395	0.0	0.0	0.5	9	100.0	94.4055944055944	17	572	273	299	5	9
49	10545623	0.0	0.0	0.5	9	95.45454545454545	94.16058394160584	17	548	261	287	5	12
48	11346824	0.0	0.0	0.5	9	95.1048951048951	94.1712204007286	17	549	261	288	5	0
47	27874776	0.0	0.0	0.5	9	95.1048951048951	94.1712204007286	17	549	261	288	5	10
46	17416013	0.0	0.0	0.5	9	93.92361111111111	94.44444444444444	17	576	275	301	5	5
45	842868	0.0	0.0	0.5	9	91.08391608391608	94.27549194991055	17	559	266	293	5	9
44	28909973	0.0	0.0	0.5	9	81.81818181818183	93.68836291913215	17	507	241	266	5	8
43	9293807	0.0	0.0	0.5	9	81.2937062937063	93.75	17	512	244	268	5	8
42	17264786	0.0	0.0	0.5	9	80.94405594405595	93.81044487427465	17	517	246	271	5	11
41	7916459	0.0	0.0	0.5	9	75.17482517482517	93.44262295081968	15	488	231	257	5	9
40	5602395	0.0	0.0	0.5	9	75.17482517482517	93.46938775510203	15	490	231	259	5	12
39	31225742	0.0	0.0	0.5	9	74.65034965034964	93.4560327198364	15	489	231	258	5	9
38	17740413	0.0	0.0	0.5	9	74.65034965034964	93.48268839103869	15	491	231	260	5	8
37	9066661	0.0	0.0	0.5	9	69.23076923076923	92.5754060324826	15	431	202	229	5	20
50	32868878	0.0	0.0	0.5	9	100.0	93.37474120082815	17	483	231	252	5	11
49	9190498	0.0	0.0	0.5	9	94.87179487179486	93.68836291913215	17	507	243	264	5	11
48	30533386	0.0	0.0	0.5	9	94.47731755424064	93.68836291913215	17	507	243	264	5	8
47	19425177	0.0	0.0	0.5	9	94.25742574257426	93.66336633663367	17	505	242	263	5	5
46	11605581	0.0	0.0	0.5	9	85.71428571428571	92.7765237020316	17	443	212	231	5	10
45	8786515	0.0	0.0	0.5	9	85.5072463768116	92.80898876404494	17	445	213	232	5	5
44	32190111	0.0	0.0	0.5	9	84.88612836438924	92.80898876404494	17	445	213	232	5	20
50	20626140	1.0	3.125	0.46875	10	100.0	91.66666666666666	17	360	172	188	5	4
49	11722055	0.0	0.0	0.5	9	88.80597014925374	92.03980099502488	17	402	193	209	5	11
48	24490290	0.0	0.0	0.5	9	88.47117794486216	91.97994987468672	17	399	192	207	5	11
47	4398493	0.0	0.0	0.5	9	86.06356968215158	92.1760391198044	17	409	196	213	5	8
46	21397885	0.0	0.0	0.5	9	85.15815085158151	92.21411192214111	17	411	196	215	5	15
45	746976	0.0	0.0	0.5	9	83.81642512077295	92.27053140096618	17	414	197	217	5	8
44	17972289	0.0	0.0	0.5	9	77.52808988764045	92.80898876404494	17	445	213	232	5	0
43	16906758	0.0	0.0	0.5	9	77.52808988764045	92.80898876404494	17	445	213	232	5	9
42	17892731	0.0	0.0	0.5	9	77.02702702702703	92.7927927927928	17	444	213	231	5	0
41	8498575	0.0	0.0	0.5	9	77.02702702702703	92.7927927927928	17	444	213	231	5	0
40	19427002	0.0	0.0	0.5	9	77.02702702702703	92.7927927927928	17	444	213	231	5	11
39	27646656	0.0	0.0	0.5	9	77.20090293453724	92.7765237020316	17	443	213	230	5	13
38	30969189	0.0	0.0	0.5	9	76.52370203160271	92.7765237020316	17	443	213	230	5	13
37	17960685	0.0	0.0	0.5	9	75.90090090090091	92.7927927927928	17	444	213	231	5	20
50	12703139	0.0	0.0	0.5	9	100.0	93.9622641509434	17	530	248	282	5	9
49	20976307	0.0	0.0	0.5	9	91.50943396226415	93.44262295081968	17	488	227	261	5	17
48	23264051	0.0	0.0	0.5	9	91.13207547169812	93.4560327198364	17	489	227	262	5	12
47	5849096	0.0	0.0	0.5	9	89.24528301886792	93.4020618556701	17	485	227	258	5	13
46	1904280	0.0	0.0	0.5	9	88.86792452830188	93.7007874015748	17	508	237	271	5	8
45	32290388	0.0	0.0	0.5	9	88.30188679245283	93.7007874015748	17	508	237	271	5	3
44	1392284	0.0	0.0	0.5	9	88.11320754716981	93.75	17	512	240	272	5	13
43	24320815	0.0	0.0	0.5	9	86.60377358490567	93.67588932806325	17	506	238	268	5	13
42	17045421	0.0	0.0	0.5	9	86.60377358490567	93.65079365079364	17	504	237	267	5	11
41	1504335	0.0	0.0	0.5	9	85.84905660377359	93.62549800796812	17	502	235	267	5	13
40	16664142	0.0	0.0	0.5	9	85.28301886792453	93.6127744510978	17	501	235	266	5	12
39	33172286	0.0	0.0	0.5	9	84.52830188679246	93.6127744510978	17	501	237	264	5	13
38	13261376	0.0	0.0	0.5	9	84.52830188679246	93.31941544885177	17	479	227	252	5	9
37	21406487	0.0	0.0	0.5	9	78.30188679245283	92.85714285714286	17	448	214	234	5	11
36	17960685	0.0	0.0	0.5	9	77.16981132075472	92.7927927927928	17	444	213	231	5	20
50	28360888	0.0	0.0	0.5	9	100.0	94.1923774954628	17	551	258	293	5	13
49	777599	0.0	0.0	0.5	9	99.63768115942028	94.20289855072464	17	552	259	293	5	12
48	19624980	0.0	0.0	0.5	9	98.38420107719928	94.25493716337523	17	557	261	296	5	11
47	15075934	0.0	0.0	0.5	9	98.01084990958408	94.2133815551537	17	553	259	294	5	20
50	20745105	0.0	0.0	0.5	9	100.0	94.51114922813036	17	583	276	307	5	14
49	5430994	0.0	0.0	0.5	9	99.65694682675816	94.50171821305841	17	582	275	307	5	8
48	14994305	0.0	0.0	0.5	9	97.94168096054888	94.43478260869566	17	575	273	302	5	5
47	13086685	0.0	0.0	0.5	9	90.2229845626072	93.99624765478424	17	533	253	280	5	11
46	5249001	0.0	0.0	0.5	9	90.05145797598628	94.01869158878505	17	535	254	281	5	14
45	29548296	0.0	0.0	0.5	9	87.99313893653516	93.91634980988593	17	526	250	276	5	12
44	33147961	0.0	0.0	0.5	9	87.30703259005146	93.9047619047619	17	525	250	275	5	14
43	31996673	0.0	0.0	0.5	9	86.79245283018868	93.88145315487571	17	523	249	274	5	9
42	21963694	0.0	0.0	0.5	9	86.62092624356775	93.88145315487571	17	523	249	274	5	9
41	17264786	0.0	0.0	0.5	9	85.42024013722127	93.81044487427465	17	517	246	271	5	11
40	7916459	0.0	0.0	0.5	9	79.93138936535163	93.44262295081968	15	488	231	257	5	9
39	5602395	0.0	0.0	0.5	9	79.7598627787307	93.46938775510203	15	490	231	259	5	12
38	31225742	0.0	0.0	0.5	9	79.93138936535163	93.4560327198364	15	489	231	258	5	9
37	17740413	0.0	0.0	0.5	9	79.58833619210978	93.48268839103869	15	491	231	260	5	8
36	9066661	0.0	0.0	0.5	9	68.95368782161235	92.5754060324826	15	431	202	229	5	20
50	32444810	0.0	0.0	0.5	9	100.0	93.38842975206612	17	484	233	251	5	10
49	17564614	0.0	0.0	0.5	9	97.76422764227642	93.4959349593496	17	492	236	256	5	11
48	30533386	0.0	0.0	0.5	9	93.88560157790927	93.68836291913215	17	507	243	264	5	8
47	19425177	0.0	0.0	0.5	9	93.66336633663367	93.66336633663367	17	505	242	263	5	5
46	11605581	0.0	0.0	0.5	9	84.50413223140497	92.7765237020316	17	443	212	231	5	10
45	8786515	0.0	0.0	0.5	9	84.29752066115702	92.80898876404494	17	445	213	232	5	5
44	32190111	0.0	0.0	0.5	9	83.67768595041323	92.80898876404494	17	445	213	232	5	20
50	6854582	0.0	0.0	0.5	9	100.0	93.67588932806325	17	506	242	264	5	13
49	13539466	0.0	0.0	0.5	9	97.82608695652173	93.57429718875501	17	498	239	259	5	13
48	30533386	0.0	0.0	0.5	9	97.2386587771203	93.68836291913215	17	507	243	264	5	8
47	19425177	0.0	0.0	0.5	9	96.83794466403161	93.66336633663367	17	505	242	263	5	5
46	11605581	0.0	0.0	0.5	9	84.18972332015811	92.7765237020316	17	443	212	231	5	10
45	8786515	0.0	0.0	0.5	9	83.99209486166008	92.80898876404494	17	445	213	232	5	5
44	32190111	0.0	0.0	0.5	9	83.399209486166	92.80898876404494	17	445	213	232	5	20
50	12600974	0.0	0.0	0.5	9	100.0	93.62549800796812	17	502	239	263	5	15
49	9158059	0.0	0.0	0.5	9	99.20477137176938	93.63817097415506	17	503	239	264	5	13
48	12048244	0.0	0.0	0.5	9	98.60557768924303	93.62549800796812	17	502	239	263	5	9
47	29379590	0.0	0.0	0.5	9	97.41035856573706	93.5871743486974	17	499	237	262	5	13
46	1023560	0.0	0.0	0.5	9	93.62549800796812	93.31941544885177	17	479	227	252	5	12
45	28841125	0.0	0.0	0.5	9	92.82868525896414	93.38842975206612	17	484	227	257	5	6
44	4884983	0.0	0.0	0.5	9	90.83665338645417	93.30543933054393	17	478	223	255	5	5
43	14182629	0.0	0.0	0.5	9	90.2390438247012	93.29140461215934	17	477	223	254	5	14
42	5022475	0.0	0.0	0.5	9	89.64143426294821	93.26315789473684	17	475	223	252	5	10
41	23029	0.0	0.0	0.5	9	89.04382470119522	93.29140461215934	17	477	225	252	5	13
40	12116679	0.0	0.0	0.5	9	88.44621513944223	93.27731092436974	17	476	225	251	5	9
39	11355025	0.0	0.0	0.5	9	87.64940239043824	93.24894514767934	17	474	225	249	5	10
38	7525605	0.0	0.0	0.5	9	87.05179282868527	93.3609958506224	17	482	229	253	5	11
37	13261376	0.0	0.0	0.5	9	85.85657370517929	93.31941544885177	17	479	227	252	5	9
36	21406487	0.0	0.0	0.5	9	79.2828685258964	92.85714285714286	17	448	214	234	5	11
35	17960685	0.0	0.0	0.5	9	78.08764940239044	92.7927927927928	17	444	213	231	5	20
50	22554228	0.0	0.0	0.5	9	100.0	92.25181598062953	17	413	197	216	5	11
49	31893536	0.0	0.0	0.5	9	99.0314769975787	92.23300970873787	17	412	197	215	5	12
48	1392667	0.0	0.0	0.5	9	98.30508474576271	92.19512195121952	17	410	196	214	5	20
50	4508150	0.0	0.0	0.5	9	100.0	92.1760391198044	17	409	194	215	5	12
49	3141854	0.0	0.0	0.5	9	99.02439024390245	92.19512195121952	17	410	196	214	5	0
48	1392667	0.0	0.0	0.5	9	99.02439024390245	92.19512195121952	17	410	196	214	5	20
50	2574618	0.0	0.0	0.5	9	100.0	93.53535353535354	17	495	237	258	5	11
49	20485874	0.0	0.0	0.5	9	99.19191919191918	93.52226720647774	17	494	235	259	5	12
48	20951638	0.0	0.0	0.5	9	98.59154929577466	93.56136820925553	17	497	236	261	5	14
47	29379590	0.0	0.0	0.5	9	97.99599198396794	93.5871743486974	17	499	237	262	5	13
46	1023560	0.0	0.0	0.5	9	94.14141414141413	93.31941544885177	17	479	227	252	5	12
45	28841125	0.0	0.0	0.5	9	93.33333333333333	93.38842975206612	17	484	227	257	5	6
44	4884983	0.0	0.0	0.5	9	91.31313131313131	93.30543933054393	17	478	223	255	5	5
43	14182629	0.0	0.0	0.5	9	90.7070707070707	93.29140461215934	17	477	223	254	5	14
42	5022475	0.0	0.0	0.5	9	90.1010101010101	93.26315789473684	17	475	223	252	5	10
41	23029	0.0	0.0	0.5	9	89.4949494949495	93.29140461215934	17	477	225	252	5	13
40	12116679	0.0	0.0	0.5	9	88.88888888888889	93.27731092436974	17	476	225	251	5	9
39	11355025	0.0	0.0	0.5	9	88.08080808080808	93.24894514767934	17	474	225	249	5	10
38	7525605	0.0	0.0	0.5	9	87.47474747474747	93.3609958506224	17	482	229	253	5	11
37	13261376	0.0	0.0	0.5	9	86.26262626262627	93.31941544885177	17	479	227	252	5	9
36	21406487	0.0	0.0	0.5	9	79.5959595959596	92.85714285714286	17	448	214	234	5	11
35	17960685	0.0	0.0	0.5	9	78.3838383838384	92.7927927927928	17	444	213	231	5	20
50	19956341	6.0	18.75	0.625	11	100.0	93.45372460496614	17	443	209	234	5	5
49	9460493	0.0	0.0	0.5	9	97.74266365688487	92.7765237020316	17	443	209	234	5	11
48	32516939	0.0	0.0	0.5	9	97.06546275395034	92.7437641723356	17	441	209	232	5	11
47	17207040	0.0	0.0	0.5	9	88.93905191873588	92.13759213759214	17	407	195	212	5	14
46	4398493	0.0	0.0	0.5	9	88.71331828442437	92.1760391198044	17	409	196	213	5	8
45	21397885	0.0	0.0	0.5	9	88.26185101580135	92.21411192214111	17	411	196	215	5	15
44	746976	0.0	0.0	0.5	9	88.26185101580135	92.27053140096618	17	414	197	217	5	8
43	17972289	0.0	0.0	0.5	9	87.41573033707866	92.80898876404494	17	445	213	232	5	0
42	16906758	0.0	0.0	0.5	9	87.41573033707866	92.80898876404494	17	445	213	232	5	9
41	17892731	0.0	0.0	0.5	9	86.93693693693693	92.7927927927928	17	444	213	231	5	0
40	8498575	0.0	0.0	0.5	9	86.93693693693693	92.7927927927928	17	444	213	231	5	0
39	19427002	0.0	0.0	0.5	9	86.93693693693693	92.7927927927928	17	444	213	231	5	11
38	27646656	0.0	0.0	0.5	9	86.45598194130926	92.7765237020316	17	443	213	230	5	13
37	30969189	0.0	0.0	0.5	9	85.77878103837472	92.7765237020316	17	443	213	230	5	13
36	17960685	0.0	0.0	0.5	9	85.13513513513513	92.7927927927928	17	444	213	231	5	20
50	29686532	0.0	0.0	0.5	9	100.0	93.66336633663367	17	505	236	269	5	13
49	26092663	0.0	0.0	0.5	9	98.01980198019803	93.66336633663367	17	505	236	269	5	20
50	20707016	0.0	0.0	0.5	9	100.0	94.48275862068965	17	580	274	306	5	4
49	5430994	0.0	0.0	0.5	9	99.48453608247422	94.50171821305841	17	582	275	307	5	8
48	14994305	0.0	0.0	0.5	9	98.10344827586206	94.43478260869566	17	575	273	302	5	5
47	13086685	0.0	0.0	0.5	9	90.3448275862069	93.99624765478424	17	533	253	280	5	11
46	5249001	0.0	0.0	0.5	9	90.17241379310344	94.01869158878505	17	535	254	281	5	14
45	29548296	0.0	0.0	0.5	9	88.10344827586208	93.91634980988593	17	526	250	276	5	12
44	33147961	0.0	0.0	0.5	9	87.41379310344828	93.9047619047619	17	525	250	275	5	14
43	31996673	0.0	0.0	0.5	9	86.89655172413792	93.88145315487571	17	523	249	274	5	9
42	21963694	0.0	0.0	0.5	9	86.72413793103448	93.88145315487571	17	523	249	274	5	9
41	17264786	0.0	0.0	0.5	9	85.51724137931035	93.81044487427465	17	517	246	271	5	11
40	7916459	0.0	0.0	0.5	9	79.82758620689656	93.44262295081968	15	488	231	257	5	9
39	5602395	0.0	0.0	0.5	9	79.65517241379311	93.46938775510203	15	490	231	259	5	12
38	31225742	0.0	0.0	0.5	9	79.82758620689656	93.4560327198364	15	489	231	258	5	9
37	17740413	0.0	0.0	0.5	9	79.48275862068965	93.48268839103869	15	491	231	260	5	8
36	9066661	0.0	0.0	0.5	9	68.79310344827586	92.5754060324826	15	431	202	229	5	20
50	29806953	0.0	0.0	0.5	9	100.0	93.71316306483301	17	509	244	265	5	15
49	9190498	0.0	0.0	0.5	9	99.41060903732809	93.68836291913215	17	507	243	264	5	11
48	30533386	0.0	0.0	0.5	9	99.01768172888016	93.68836291913215	17	507	243	264	5	8
47	19425177	0.0	0.0	0.5	9	98.42829076620825	93.66336633663367	17	505	242	263	5	5
46	11605581	0.0	0.0	0.5	9	86.2475442043222	92.7765237020316	17	443	212	231	5	10
45	8786515	0.0	0.0	0.5	9	86.05108055009823	92.80898876404494	17	445	213	232	5	5
44	32190111	0.0	0.0	0.5	9	85.46168958742632	92.80898876404494	17	445	213	232	5	20
50	31350016	4.0	12.5	0.5	11	100.0	93.16455696202532	13	395	186	209	5	5
49	33462320	0.0	0.0	0.5	9	99.49367088607595	91.89873417721519	13	395	186	209	5	10
48	1597586	0.0	0.0	0.5	9	97.72151898734177	91.81585677749361	13	391	185	206	5	9
47	18654977	0.0	0.0	0.5	9	92.3076923076923	92.3076923076923	13	416	197	219	5	10
46	5796903	0.0	0.0	0.5	9	80.85106382978722	93.19148936170212	17	470	225	245	5	20
50	28032620	0.0	0.0	0.5	9	100.0	93.57429718875501	17	498	239	259	5	11
49	13539466	0.0	0.0	0.5	9	99.59839357429718	93.57429718875501	17	498	239	259	5	13
48	30533386	0.0	0.0	0.5	9	97.43589743589743	93.68836291913215	17	507	243	264	5	8
47	19425177	0.0	0.0	0.5	9	97.22772277227722	93.66336633663367	17	505	242	263	5	5
46	11605581	0.0	0.0	0.5	9	85.7429718875502	92.7765237020316	17	443	212	231	5	10
45	8786515	0.0	0.0	0.5	9	85.54216867469879	92.80898876404494	17	445	213	232	5	5
44	32190111	0.0	0.0	0.5	9	84.93975903614458	92.80898876404494	17	445	213	232	5	20
50	6470099	0.0	0.0	0.5	9	100.0	92.15686274509804	17	408	195	213	5	4
49	3141854	0.0	0.0	0.5	9	99.26829268292683	92.19512195121952	17	410	196	214	5	0
48	1392667	0.0	0.0	0.5	9	99.26829268292683	92.19512195121952	17	410	196	214	5	20
50	26603980	0.0	0.0	0.5	9	100.0	94.31616341030195	17	563	268	295	5	0
49	22986583	0.0	0.0	0.5	9	100.0	94.31616341030195	17	563	268	295	5	12
48	16113904	0.0	0.0	0.5	9	96.5034965034965	94.4055944055944	17	572	272	300	5	9
47	3243394	0.0	0.0	0.5	9	94.6551724137931	94.48275862068965	17	580	276	304	5	12
46	13071634	0.0	0.0	0.5	9	94.45407279029463	94.45407279029463	17	577	275	302	5	13
45	19170579	0.0	0.0	0.5	9	94.12780656303973	94.47322970639033	17	579	276	303	5	12
44	17416013	0.0	0.0	0.5	9	93.92361111111111	94.44444444444444	17	576	275	301	5	5
43	842868	0.0	0.0	0.5	9	92.53996447602132	94.27549194991055	17	559	266	293	5	9
42	28909973	0.0	0.0	0.5	9	83.30373001776199	93.68836291913215	17	507	241	266	5	8
41	9293807	0.0	0.0	0.5	9	82.7708703374778	93.75	17	512	244	268	5	8
40	17264786	0.0	0.0	0.5	9	82.41563055062167	93.81044487427465	17	517	246	271	5	11
39	7916459	0.0	0.0	0.5	9	76.55417406749557	93.44262295081968	15	488	231	257	5	9
38	5602395	0.0	0.0	0.5	9	76.55417406749557	93.46938775510203	15	490	231	259	5	12
37	31225742	0.0	0.0	0.5	9	76.02131438721138	93.4560327198364	15	489	231	258	5	9
36	17740413	0.0	0.0	0.5	9	76.02131438721138	93.48268839103869	15	491	231	260	5	8
35	9066661	0.0	0.0	0.5	9	65.36412078152753	92.5754060324826	15	431	202	229	5	20
50	20288556	7.0	21.875	0.53125	8	100.0	96.88715953307393	17	514	244	270	5	1
49	8119824	0.0	0.0	0.5	9	93.61313868613139	94.16058394160584	17	548	261	287	5	0
48	10545623	0.0	0.0	0.5	9	93.61313868613139	94.16058394160584	17	548	261	287	5	12
47	11346824	0.0	0.0	0.5	9	93.0783242258652	94.1712204007286	17	549	261	288	5	0
46	27874776	0.0	0.0	0.5	9	93.0783242258652	94.1712204007286	17	549	261	288	5	10
45	17416013	0.0	0.0	0.5	9	88.19444444444444	94.44444444444444	17	576	275	301	5	5
44	842868	0.0	0.0	0.5	9	87.29874776386404	94.27549194991055	17	559	266	293	5	9
43	28909973	0.0	0.0	0.5	9	84.63035019455253	93.68836291913215	17	507	241	266	5	8
42	9293807	0.0	0.0	0.5	9	84.04669260700389	93.75	17	512	244	268	5	8
41	17264786	0.0	0.0	0.5	9	83.17214700193423	93.81044487427465	17	517	246	271	5	11
40	7916459	0.0	0.0	0.5	9	77.23735408560312	93.44262295081968	15	488	231	257	5	9
39	5602395	0.0	0.0	0.5	9	77.23735408560312	93.46938775510203	15	490	231	259	5	12
38	31225742	0.0	0.0	0.5	9	76.65369649805449	93.4560327198364	15	489	231	258	5	9
37	17740413	0.0	0.0	0.5	9	76.65369649805449	93.48268839103869	15	491	231	260	5	8
36	9066661	0.0	0.0	0.5	9	70.62256809338521	92.5754060324826	15	431	202	229	5	20
50	9638098	0.0	0.0	0.5	9	100.0	92.5925925925926	13	432	205	227	5	5
49	27181009	0.0	0.0	0.5	9	91.89814814814815	91.95979899497488	13	398	188	210	5	11
48	1597586	0.0	0.0	0.5	9	89.58333333333334	91.81585677749361	13	391	185	206	5	9
47	18654977	0.0	0.0	0.5	9	89.12037037037037	92.3076923076923	13	416	197	219	5	10
46	5796903	0.0	0.0	0.5	9	81.06382978723404	93.19148936170212	17	470	225	245	5	20
50	20271998	5.0	15.625	0.53125	8	100.0	95.59164733178655	17	431	205	226	5	3
49	30910387	0.0	0.0	0.5	9	99.30715935334872	92.60969976905312	17	433	207	226	5	7
48	7088617	0.0	0.0	0.5	9	94.27312775330397	92.95154185022027	17	454	217	237	5	11
47	25605257	0.0	0.0	0.5	9	93.03944315545245	92.54079254079254	17	429	205	224	5	9
46	10574267	0.0	0.0	0.5	9	92.5754060324826	92.55813953488372	17	430	205	225	5	4
45	23771345	0.0	0.0	0.5	9	91.89814814814815	92.5925925925926	17	432	207	225	5	11
44	4523363	0.0	0.0	0.5	9	89.59276018099548	92.76018099547511	17	442	211	231	5	20
50	33327438	0.0	0.0	0.5	9	100.0	94.3562610229277	17	567	267	300	5	5
49	23333185	0.0	0.0	0.5	9	99.47089947089947	94.33628318584071	17	565	265	300	5	15
48	19624980	0.0	0.0	0.5	9	96.11992945326278	94.25493716337523	17	557	261	296	5	11
47	15075934	0.0	0.0	0.5	9	95.06172839506173	94.2133815551537	17	553	259	294	5	20
50	10121027	0.0	0.0	0.5	9	100.0	93.5871743486974	17	499	239	260	5	11
49	13539466	0.0	0.0	0.5	9	99.39879759519037	93.57429718875501	17	498	239	259	5	13
48	30533386	0.0	0.0	0.5	9	97.43589743589743	93.68836291913215	17	507	243	264	5	8
47	19425177	0.0	0.0	0.5	9	97.22772277227722	93.66336633663367	17	505	242	263	5	5
46	11605581	0.0	0.0	0.5	9	85.57114228456913	92.7765237020316	17	443	212	231	5	10
45	8786515	0.0	0.0	0.5	9	85.37074148296593	92.80898876404494	17	445	213	232	5	5
44	32190111	0.0	0.0	0.5	9	84.76953907815631	92.80898876404494	17	445	213	232	5	20
50	16691100	0.0	0.0	0.5	9	100.0	94.49225473321859	17	581	275	306	5	14
49	5430994	0.0	0.0	0.5	9	99.48453608247422	94.50171821305841	17	582	275	307	5	8
48	14994305	0.0	0.0	0.5	9	97.93459552495698	94.43478260869566	17	575	273	302	5	5
47	13086685	0.0	0.0	0.5	9	90.18932874354562	93.99624765478424	17	533	253	280	5	11
46	5249001	0.0	0.0	0.5	9	90.0172117039587	94.01869158878505	17	535	254	281	5	14
45	29548296	0.0	0.0	0.5	9	87.95180722891565	93.91634980988593	17	526	250	276	5	12
44	33147961	0.0	0.0	0.5	9	87.263339070568	93.9047619047619	17	525	250	275	5	14
43	31996673	0.0	0.0	0.5	9	86.74698795180723	93.88145315487571	17	523	249	274	5	9
42	21963694	0.0	0.0	0.5	9	86.57487091222032	93.88145315487571	17	523	249	274	5	9
