G	P1F	P1B	P2F	P2B	CF	CB
5	5.0	15.625	6.0	18.75	6.0	18.75
5	5.0	15.625	6.0	18.75	7.0	21.875
5	4.0	12.5	5.0	15.625	6.0	18.75
5	4.0	12.5	5.0	15.625	6.0	18.75
5	4.0	12.5	6.0	18.75	6.0	18.75
5	4.0	12.5	6.0	18.75	7.0	21.875
5	5.0	15.625	4.0	12.5	6.0	18.75
5	5.0	15.625	4.0	12.5	5.0	15.625
5	4.0	12.5	4.0	12.5	7.0	21.875
5	4.0	12.5	4.0	12.5	2.0	6.25
5	6.0	18.75	5.0	15.625	7.0	21.875
5	6.0	18.75	5.0	15.625	3.0	9.375
5	4.0	12.5	6.0	18.75	4.0	12.5
5	4.0	12.5	6.0	18.75	6.0	18.75
5	4.0	12.5	5.0	15.625	4.0	12.5
5	4.0	12.5	5.0	15.625	5.0	15.625
5	5.0	15.625	6.0	18.75	5.0	15.625
5	5.0	15.625	6.0	18.75	6.0	18.75
5	6.0	18.75	4.0	12.5	14.0	43.75
5	6.0	18.75	4.0	12.5	5.0	15.625
5	4.0	12.5	4.0	12.5	4.0	12.5
5	4.0	12.5	4.0	12.5	9.0	28.125
5	4.0	12.5	6.0	18.75	4.0	12.5
5	4.0	12.5	6.0	18.75	7.0	21.875
5	5.0	15.625	5.0	15.625	7.0	21.875
5	5.0	15.625	5.0	15.625	5.0	15.625
5	4.0	12.5	4.0	12.5	5.0	15.625
5	4.0	12.5	4.0	12.5	5.0	15.625
5	4.0	12.5	4.0	12.5	8.0	25.0
5	4.0	12.5	4.0	12.5	3.0	9.375
5	6.0	18.75	5.0	15.625	7.0	21.875
5	6.0	18.75	5.0	15.625	5.0	15.625
5	4.0	12.5	5.0	15.625	8.0	25.0
5	4.0	12.5	5.0	15.625	10.0	31.25
5	5.0	15.625	5.0	15.625	8.0	25.0
5	5.0	15.625	5.0	15.625	6.0	18.75
5	4.0	12.5	6.0	18.75	4.0	12.5
5	4.0	12.5	6.0	18.75	7.0	21.875
5	5.0	15.625	5.0	15.625	6.0	18.75
5	5.0	15.625	5.0	15.625	8.0	25.0
5	6.0	18.75	4.0	12.5	7.0	21.875
5	6.0	18.75	4.0	12.5	3.0	9.375
5	4.0	12.5	6.0	18.75	6.0	18.75
5	4.0	12.5	6.0	18.75	7.0	21.875
5	5.0	15.625	6.0	18.75	10.0	31.25
5	5.0	15.625	6.0	18.75	5.0	15.625
5	5.0	15.625	4.0	12.5	6.0	18.75
5	5.0	15.625	4.0	12.5	4.0	12.5
5	6.0	18.75	6.0	18.75	6.0	18.75
5	6.0	18.75	6.0	18.75	8.0	25.0
5	5.0	15.625	5.0	15.625	6.0	18.75
5	5.0	15.625	5.0	15.625	5.0	15.625
5	4.0	12.5	5.0	15.625	4.0	12.5
5	4.0	12.5	5.0	15.625	5.0	15.625
5	4.0	12.5	5.0	15.625	5.0	15.625
5	4.0	12.5	5.0	15.625	3.0	9.375
5	5.0	15.625	4.0	12.5	5.0	15.625
5	5.0	15.625	4.0	12.5	5.0	15.625
5	5.0	15.625	4.0	12.5	5.0	15.625
5	5.0	15.625	4.0	12.5	5.0	15.625
5	5.0	15.625	5.0	15.625	4.0	12.5
5	5.0	15.625	5.0	15.625	6.0	18.75
5	5.0	15.625	4.0	12.5	4.0	12.5
5	5.0	15.625	4.0	12.5	10.0	31.25
5	4.0	12.5	5.0	15.625	13.0	40.625
5	4.0	12.5	5.0	15.625	6.0	18.75
5	4.0	12.5	4.0	12.5	9.0	28.125
5	4.0	12.5	4.0	12.5	5.0	15.625
5	5.0	15.625	5.0	15.625	6.0	18.75
5	5.0	15.625	5.0	15.625	4.0	12.5
5	4.0	12.5	5.0	15.625	6.0	18.75
5	4.0	12.5	5.0	15.625	7.0	21.875
5	5.0	15.625	5.0	15.625	14.0	43.75
5	5.0	15.625	5.0	15.625	5.0	15.625
5	5.0	15.625	5.0	15.625	7.0	21.875
5	5.0	15.625	5.0	15.625	8.0	25.0
5	6.0	18.75	4.0	12.5	6.0	18.75
5	6.0	18.75	4.0	12.5	4.0	12.5
5	5.0	15.625	5.0	15.625	5.0	15.625
5	5.0	15.625	5.0	15.625	5.0	15.625
5	3.0	9.375	6.0	18.75	7.0	21.875
5	3.0	9.375	6.0	18.75	7.0	21.875
5	5.0	15.625	4.0	12.5	4.0	12.5
5	5.0	15.625	4.0	12.5	5.0	15.625
5	4.0	12.5	6.0	18.75	4.0	12.5
5	4.0	12.5	6.0	18.75	6.0	18.75
5	4.0	12.5	4.0	12.5	6.0	18.75
5	4.0	12.5	4.0	12.5	3.0	9.375
5	5.0	15.625	5.0	15.625	4.0	12.5
5	5.0	15.625	5.0	15.625	7.0	21.875
5	4.0	12.5	5.0	15.625	6.0	18.75
5	4.0	12.5	5.0	15.625	7.0	21.875
5	4.0	12.5	4.0	12.5	7.0	21.875
5	4.0	12.5	4.0	12.5	5.0	15.625
5	5.0	15.625	4.0	12.5	5.0	15.625
5	5.0	15.625	4.0	12.5	6.0	18.75
5	3.0	9.375	4.0	12.5	4.0	12.5
5	3.0	9.375	4.0	12.5	5.0	15.625
5	5.0	15.625	6.0	18.75	8.0	25.0
5	5.0	15.625	6.0	18.75	7.0	21.875
5	4.0	12.5	4.0	12.5	4.0	12.5
5	4.0	12.5	4.0	12.5	4.0	12.5
5	5.0	15.625	4.0	12.5	6.0	18.75
5	5.0	15.625	4.0	12.5	5.0	15.625
5	5.0	15.625	6.0	18.75	4.0	12.5
5	5.0	15.625	6.0	18.75	7.0	21.875
5	5.0	15.625	4.0	12.5	5.0	15.625
5	5.0	15.625	4.0	12.5	5.0	15.625
5	5.0	15.625	6.0	18.75	6.0	18.75
5	5.0	15.625	6.0	18.75	11.0	34.375
5	4.0	12.5	4.0	12.5	5.0	15.625
5	4.0	12.5	4.0	12.5	4.0	12.5
5	4.0	12.5	4.0	12.5	6.0	18.75
5	4.0	12.5	4.0	12.5	5.0	15.625
5	4.0	12.5	5.0	15.625	9.0	28.125
5	4.0	12.5	5.0	15.625	5.0	15.625
5	4.0	12.5	4.0	12.5	4.0	12.5
5	4.0	12.5	4.0	12.5	6.0	18.75
6	3.0	9.375	4.0	12.5	2.0	6.25
6	3.0	9.375	4.0	12.5	4.0	12.5
6	4.0	12.5	4.0	12.5	5.0	15.625
6	4.0	12.5	4.0	12.5	4.0	12.5
6	3.0	9.375	4.0	12.5	5.0	15.625
6	3.0	9.375	4.0	12.5	5.0	15.625
6	3.0	9.375	3.0	9.375	3.0	9.375
6	3.0	9.375	3.0	9.375	9.0	28.125
6	5.0	15.625	3.0	9.375	9.0	28.125
6	5.0	15.625	3.0	9.375	4.0	12.5
6	3.0	9.375	4.0	12.5	4.0	12.5
6	3.0	9.375	4.0	12.5	8.0	25.0
6	4.0	12.5	4.0	12.5	5.0	15.625
6	4.0	12.5	4.0	12.5	4.0	12.5
6	4.0	12.5	4.0	12.5	6.0	18.75
6	4.0	12.5	4.0	12.5	7.0	21.875
6	4.0	12.5	4.0	12.5	4.0	12.5
6	4.0	12.5	4.0	12.5	6.0	18.75
6	6.0	18.75	4.0	12.5	6.0	18.75
6	6.0	18.75	4.0	12.5	9.0	28.125
6	4.0	12.5	5.0	15.625	5.0	15.625
6	4.0	12.5	5.0	15.625	5.0	15.625
6	4.0	12.5	5.0	15.625	7.0	21.875
6	4.0	12.5	5.0	15.625	6.0	18.75
6	3.0	9.375	5.0	15.625	3.0	9.375
6	3.0	9.375	5.0	15.625	6.0	18.75
6	4.0	12.5	3.0	9.375	9.0	28.125
6	4.0	12.5	3.0	9.375	5.0	15.625
6	5.0	15.625	4.0	12.5	5.0	15.625
6	5.0	15.625	4.0	12.5	6.0	18.75
6	4.0	12.5	5.0	15.625	4.0	12.5
6	4.0	12.5	5.0	15.625	5.0	15.625
6	3.0	9.375	4.0	12.5	3.0	9.375
6	3.0	9.375	4.0	12.5	5.0	15.625
6	4.0	12.5	4.0	12.5	5.0	15.625
6	4.0	12.5	4.0	12.5	4.0	12.5
6	3.0	9.375	4.0	12.5	7.0	21.875
6	3.0	9.375	4.0	12.5	5.0	15.625
6	4.0	12.5	5.0	15.625	5.0	15.625
6	4.0	12.5	5.0	15.625	5.0	15.625
6	5.0	15.625	5.0	15.625	6.0	18.75
6	5.0	15.625	5.0	15.625	6.0	18.75
6	3.0	9.375	5.0	15.625	4.0	12.5
6	3.0	9.375	5.0	15.625	8.0	25.0
6	4.0	12.5	4.0	12.5	4.0	12.5
6	4.0	12.5	4.0	12.5	4.0	12.5
6	5.0	15.625	4.0	12.5	5.0	15.625
6	5.0	15.625	4.0	12.5	5.0	15.625
6	6.0	18.75	4.0	12.5	7.0	21.875
6	6.0	18.75	4.0	12.5	4.0	12.5
6	3.0	9.375	3.0	9.375	3.0	9.375
6	3.0	9.375	3.0	9.375	3.0	9.375
6	5.0	15.625	4.0	12.5	5.0	15.625
6	5.0	15.625	4.0	12.5	4.0	12.5
6	4.0	12.5	3.0	9.375	5.0	15.625
6	4.0	12.5	3.0	9.375	3.0	9.375
6	4.0	12.5	4.0	12.5	9.0	28.125
6	4.0	12.5	4.0	12.5	3.0	9.375
6	4.0	12.5	4.0	12.5	4.0	12.5
6	4.0	12.5	4.0	12.5	4.0	12.5
6	4.0	12.5	4.0	12.5	4.0	12.5
6	4.0	12.5	4.0	12.5	4.0	12.5
6	4.0	12.5	4.0	12.5	5.0	15.625
6	4.0	12.5	4.0	12.5	5.0	15.625
6	4.0	12.5	4.0	12.5	5.0	15.625
6	4.0	12.5	4.0	12.5	5.0	15.625
6	3.0	9.375	3.0	9.375	4.0	12.5
6	3.0	9.375	3.0	9.375	4.0	12.5
6	5.0	15.625	4.0	12.5	7.0	21.875
6	5.0	15.625	4.0	12.5	4.0	12.5
6	4.0	12.5	5.0	15.625	5.0	15.625
6	4.0	12.5	5.0	15.625	5.0	15.625
6	4.0	12.5	4.0	12.5	5.0	15.625
6	4.0	12.5	4.0	12.5	5.0	15.625
6	4.0	12.5	3.0	9.375	4.0	12.5
6	4.0	12.5	3.0	9.375	5.0	15.625
6	4.0	12.5	3.0	9.375	4.0	12.5
6	4.0	12.5	3.0	9.375	4.0	12.5
6	5.0	15.625	4.0	12.5	8.0	25.0
6	5.0	15.625	4.0	12.5	6.0	18.75
6	4.0	12.5	4.0	12.5	5.0	15.625
6	4.0	12.5	4.0	12.5	4.0	12.5
6	3.0	9.375	3.0	9.375	3.0	9.375
6	3.0	9.375	3.0	9.375	5.0	15.625
6	3.0	9.375	4.0	12.5	7.0	21.875
6	3.0	9.375	4.0	12.5	4.0	12.5
6	4.0	12.5	4.0	12.5	5.0	15.625
6	4.0	12.5	4.0	12.5	6.0	18.75
6	4.0	12.5	4.0	12.5	4.0	12.5
6	4.0	12.5	4.0	12.5	4.0	12.5
6	6.0	18.75	4.0	12.5	6.0	18.75
6	6.0	18.75	4.0	12.5	4.0	12.5
6	4.0	12.5	4.0	12.5	6.0	18.75
6	4.0	12.5	4.0	12.5	4.0	12.5
6	4.0	12.5	4.0	12.5	4.0	12.5
6	4.0	12.5	4.0	12.5	4.0	12.5
6	4.0	12.5	4.0	12.5	4.0	12.5
6	4.0	12.5	4.0	12.5	4.0	12.5
6	4.0	12.5	3.0	9.375	4.0	12.5
6	4.0	12.5	3.0	9.375	4.0	12.5
6	4.0	12.5	4.0	12.5	4.0	12.5
6	4.0	12.5	4.0	12.5	5.0	15.625
6	5.0	15.625	5.0	15.625	10.0	31.25
6	5.0	15.625	5.0	15.625	4.0	12.5
6	5.0	15.625	3.0	9.375	4.0	12.5
6	5.0	15.625	3.0	9.375	8.0	25.0
6	4.0	12.5	3.0	9.375	4.0	12.5
6	4.0	12.5	3.0	9.375	2.0	6.25
6	3.0	9.375	4.0	12.5	2.0	6.25
6	3.0	9.375	4.0	12.5	5.0	15.625
6	4.0	12.5	3.0	9.375	4.0	12.5
6	4.0	12.5	3.0	9.375	3.0	9.375
6	3.0	9.375	5.0	15.625	4.0	12.5
6	3.0	9.375	5.0	15.625	4.0	12.5
6	4.0	12.5	4.0	12.5	6.0	18.75
6	4.0	12.5	4.0	12.5	4.0	12.5
6	5.0	15.625	4.0	12.5	5.0	15.625
6	5.0	15.625	4.0	12.5	6.0	18.75
6	4.0	12.5	5.0	15.625	4.0	12.5
6	4.0	12.5	5.0	15.625	7.0	21.875
6	5.0	15.625	4.0	12.5	5.0	15.625
6	5.0	15.625	4.0	12.5	4.0	12.5
6	4.0	12.5	3.0	9.375	4.0	12.5
6	4.0	12.5	3.0	9.375	7.0	21.875
6	5.0	15.625	4.0	12.5	6.0	18.75
6	5.0	15.625	4.0	12.5	5.0	15.625
6	6.0	18.75	4.0	12.5	6.0	18.75
6	6.0	18.75	4.0	12.5	5.0	15.625
6	4.0	12.5	3.0	9.375	6.0	18.75
6	4.0	12.5	3.0	9.375	4.0	12.5
6	4.0	12.5	4.0	12.5	4.0	12.5
6	4.0	12.5	4.0	12.5	8.0	25.0
6	4.0	12.5	4.0	12.5	4.0	12.5
6	4.0	12.5	4.0	12.5	4.0	12.5
6	4.0	12.5	4.0	12.5	6.0	18.75
6	4.0	12.5	4.0	12.5	7.0	21.875
6	4.0	12.5	4.0	12.5	4.0	12.5
6	4.0	12.5	4.0	12.5	4.0	12.5
6	3.0	9.375	3.0	9.375	5.0	15.625
6	3.0	9.375	3.0	9.375	3.0	9.375
6	4.0	12.5	4.0	12.5	4.0	12.5
6	4.0	12.5	4.0	12.5	5.0	15.625
6	3.0	9.375	4.0	12.5	4.0	12.5
6	3.0	9.375	4.0	12.5	4.0	12.5
6	4.0	12.5	4.0	12.5	5.0	15.625
6	4.0	12.5	4.0	12.5	5.0	15.625
6	4.0	12.5	3.0	9.375	5.0	15.625
6	4.0	12.5	3.0	9.375	4.0	12.5
6	3.0	9.375	4.0	12.5	5.0	15.625
6	3.0	9.375	4.0	12.5	4.0	12.5
6	4.0	12.5	4.0	12.5	4.0	12.5
6	4.0	12.5	4.0	12.5	10.0	31.25
6	4.0	12.5	4.0	12.5	4.0	12.5
6	4.0	12.5	4.0	12.5	7.0	21.875
6	4.0	12.5	4.0	12.5	5.0	15.625
6	4.0	12.5	4.0	12.5	5.0	15.625
6	4.0	12.5	4.0	12.5	6.0	18.75
6	4.0	12.5	4.0	12.5	4.0	12.5
6	4.0	12.5	3.0	9.375	4.0	12.5
6	4.0	12.5	3.0	9.375	3.0	9.375
6	3.0	9.375	3.0	9.375	3.0	9.375
6	3.0	9.375	3.0	9.375	4.0	12.5
6	4.0	12.5	4.0	12.5	5.0	15.625
6	4.0	12.5	4.0	12.5	5.0	15.625
6	3.0	9.375	4.0	12.5	4.0	12.5
6	3.0	9.375	4.0	12.5	5.0	15.625
6	5.0	15.625	3.0	9.375	5.0	15.625
6	5.0	15.625	3.0	9.375	5.0	15.625
6	4.0	12.5	4.0	12.5	4.0	12.5
6	4.0	12.5	4.0	12.5	5.0	15.625
6	6.0	18.75	5.0	15.625	8.0	25.0
6	6.0	18.75	5.0	15.625	8.0	25.0
6	4.0	12.5	4.0	12.5	5.0	15.625
6	4.0	12.5	4.0	12.5	5.0	15.625
6	5.0	15.625	5.0	15.625	7.0	21.875
6	5.0	15.625	5.0	15.625	5.0	15.625
6	4.0	12.5	4.0	12.5	5.0	15.625
6	4.0	12.5	4.0	12.5	4.0	12.5
6	4.0	12.5	4.0	12.5	4.0	12.5
6	4.0	12.5	4.0	12.5	7.0	21.875
6	4.0	12.5	3.0	9.375	8.0	25.0
6	4.0	12.5	3.0	9.375	5.0	15.625
6	3.0	9.375	3.0	9.375	3.0	9.375
6	3.0	9.375	3.0	9.375	4.0	12.5
6	3.0	9.375	3.0	9.375	6.0	18.75
6	3.0	9.375	3.0	9.375	4.0	12.5
6	4.0	12.5	3.0	9.375	3.0	9.375
6	4.0	12.5	3.0	9.375	7.0	21.875
6	4.0	12.5	3.0	9.375	3.0	9.375
6	4.0	12.5	3.0	9.375	5.0	15.625
6	4.0	12.5	4.0	12.5	7.0	21.875
6	4.0	12.5	4.0	12.5	5.0	15.625
6	4.0	12.5	3.0	9.375	6.0	18.75
6	4.0	12.5	3.0	9.375	3.0	9.375
6	4.0	12.5	4.0	12.5	4.0	12.5
6	4.0	12.5	4.0	12.5	5.0	15.625
6	4.0	12.5	3.0	9.375	9.0	28.125
6	4.0	12.5	3.0	9.375	6.0	18.75
6	4.0	12.5	6.0	18.75	4.0	12.5
6	4.0	12.5	6.0	18.75	10.0	31.25
6	4.0	12.5	4.0	12.5	5.0	15.625
6	4.0	12.5	4.0	12.5	4.0	12.5
6	4.0	12.5	3.0	9.375	5.0	15.625
6	4.0	12.5	3.0	9.375	3.0	9.375
6	4.0	12.5	4.0	12.5	9.0	28.125
6	4.0	12.5	4.0	12.5	5.0	15.625
6	6.0	18.75	4.0	12.5	6.0	18.75
6	6.0	18.75	4.0	12.5	4.0	12.5
6	4.0	12.5	3.0	9.375	4.0	12.5
6	4.0	12.5	3.0	9.375	7.0	21.875
6	4.0	12.5	4.0	12.5	10.0	31.25
6	4.0	12.5	4.0	12.5	4.0	12.5
6	3.0	9.375	4.0	12.5	3.0	9.375
6	3.0	9.375	4.0	12.5	6.0	18.75
6	4.0	12.5	4.0	12.5	3.0	9.375
6	4.0	12.5	4.0	12.5	5.0	15.625
6	4.0	12.5	4.0	12.5	7.0	21.875
6	4.0	12.5	4.0	12.5	3.0	9.375
6	4.0	12.5	4.0	12.5	6.0	18.75
6	4.0	12.5	4.0	12.5	3.0	9.375
6	4.0	12.5	3.0	9.375	4.0	12.5
6	4.0	12.5	3.0	9.375	3.0	9.375
6	3.0	9.375	4.0	12.5	3.0	9.375
6	3.0	9.375	4.0	12.5	4.0	12.5
6	4.0	12.5	4.0	12.5	4.0	12.5
6	4.0	12.5	4.0	12.5	4.0	12.5
6	4.0	12.5	5.0	15.625	4.0	12.5
6	4.0	12.5	5.0	15.625	6.0	18.75
6	4.0	12.5	6.0	18.75	4.0	12.5
6	4.0	12.5	6.0	18.75	7.0	21.875
6	4.0	12.5	4.0	12.5	4.0	12.5
6	4.0	12.5	4.0	12.5	9.0	28.125
6	4.0	12.5	4.0	12.5	5.0	15.625
6	4.0	12.5	4.0	12.5	7.0	21.875
6	3.0	9.375	5.0	15.625	4.0	12.5
6	3.0	9.375	5.0	15.625	8.0	25.0
6	4.0	12.5	3.0	9.375	4.0	12.5
6	4.0	12.5	3.0	9.375	3.0	9.375
6	4.0	12.5	3.0	9.375	4.0	12.5
6	4.0	12.5	3.0	9.375	7.0	21.875
6	4.0	12.5	3.0	9.375	7.0	21.875
6	4.0	12.5	3.0	9.375	2.0	6.25
6	4.0	12.5	4.0	12.5	4.0	12.5
6	4.0	12.5	4.0	12.5	5.0	15.625
6	5.0	15.625	4.0	12.5	7.0	21.875
6	5.0	15.625	4.0	12.5	5.0	15.625
6	4.0	12.5	4.0	12.5	4.0	12.5
6	4.0	12.5	4.0	12.5	16.0	50.0
6	4.0	12.5	4.0	12.5	5.0	15.625
6	4.0	12.5	4.0	12.5	5.0	15.625
6	4.0	12.5	4.0	12.5	7.0	21.875
6	4.0	12.5	4.0	12.5	5.0	15.625
6	3.0	9.375	3.0	9.375	3.0	9.375
6	3.0	9.375	3.0	9.375	7.0	21.875
6	4.0	12.5	3.0	9.375	4.0	12.5
6	4.0	12.5	3.0	9.375	10.0	31.25
6	3.0	9.375	4.0	12.5	4.0	12.5
6	3.0	9.375	4.0	12.5	5.0	15.625
6	4.0	12.5	4.0	12.5	4.0	12.5
6	4.0	12.5	4.0	12.5	5.0	15.625
6	4.0	12.5	4.0	12.5	4.0	12.5
6	4.0	12.5	4.0	12.5	6.0	18.75
6	3.0	9.375	4.0	12.5	4.0	12.5
6	3.0	9.375	4.0	12.5	8.0	25.0
6	4.0	12.5	4.0	12.5	4.0	12.5
6	4.0	12.5	4.0	12.5	4.0	12.5
6	5.0	15.625	4.0	12.5	4.0	12.5
6	5.0	15.625	4.0	12.5	4.0	12.5
6	3.0	9.375	4.0	12.5	3.0	9.375
6	3.0	9.375	4.0	12.5	5.0	15.625
6	4.0	12.5	4.0	12.5	7.0	21.875
6	4.0	12.5	4.0	12.5	4.0	12.5
6	4.0	12.5	4.0	12.5	7.0	21.875
6	4.0	12.5	4.0	12.5	6.0	18.75
6	4.0	12.5	4.0	12.5	4.0	12.5
6	4.0	12.5	4.0	12.5	5.0	15.625
6	3.0	9.375	5.0	15.625	4.0	12.5
6	3.0	9.375	5.0	15.625	6.0	18.75
6	3.0	9.375	5.0	15.625	3.0	9.375
6	3.0	9.375	5.0	15.625	5.0	15.625
6	4.0	12.5	5.0	15.625	5.0	15.625
6	4.0	12.5	5.0	15.625	5.0	15.625
6	3.0	9.375	4.0	12.5	3.0	9.375
6	3.0	9.375	4.0	12.5	7.0	21.875
6	3.0	9.375	3.0	9.375	5.0	15.625
6	3.0	9.375	3.0	9.375	3.0	9.375
6	4.0	12.5	3.0	9.375	1.0	3.125
6	4.0	12.5	3.0	9.375	4.0	12.5
6	5.0	15.625	4.0	12.5	4.0	12.5
6	5.0	15.625	4.0	12.5	5.0	15.625
6	4.0	12.5	4.0	12.5	11.0	34.375
6	4.0	12.5	4.0	12.5	6.0	18.75
6	4.0	12.5	4.0	12.5	4.0	12.5
6	4.0	12.5	4.0	12.5	4.0	12.5
6	4.0	12.5	4.0	12.5	5.0	15.625
6	4.0	12.5	4.0	12.5	7.0	21.875
6	4.0	12.5	3.0	9.375	5.0	15.625
6	4.0	12.5	3.0	9.375	3.0	9.375
6	4.0	12.5	5.0	15.625	6.0	18.75
6	4.0	12.5	5.0	15.625	5.0	15.625
6	4.0	12.5	3.0	9.375	5.0	15.625
6	4.0	12.5	3.0	9.375	5.0	15.625
6	4.0	12.5	5.0	15.625	4.0	12.5
6	4.0	12.5	5.0	15.625	6.0	18.75
6	4.0	12.5	4.0	12.5	4.0	12.5
6	4.0	12.5	4.0	12.5	4.0	12.5
6	4.0	12.5	3.0	9.375	4.0	12.5
6	4.0	12.5	3.0	9.375	6.0	18.75
6	4.0	12.5	3.0	9.375	4.0	12.5
6	4.0	12.5	3.0	9.375	3.0	9.375
6	4.0	12.5	4.0	12.5	5.0	15.625
6	4.0	12.5	4.0	12.5	4.0	12.5
6	5.0	15.625	4.0	12.5	6.0	18.75
6	5.0	15.625	4.0	12.5	4.0	12.5
6	3.0	9.375	4.0	12.5	3.0	9.375
6	3.0	9.375	4.0	12.5	4.0	12.5
6	3.0	9.375	4.0	12.5	5.0	15.625
6	3.0	9.375	4.0	12.5	10.0	31.25
6	4.0	12.5	5.0	15.625	4.0	12.5
6	4.0	12.5	5.0	15.625	10.0	31.25
6	5.0	15.625	5.0	15.625	6.0	18.75
6	5.0	15.625	5.0	15.625	6.0	18.75
6	3.0	9.375	4.0	12.5	4.0	12.5
6	3.0	9.375	4.0	12.5	5.0	15.625
6	4.0	12.5	4.0	12.5	7.0	21.875
6	4.0	12.5	4.0	12.5	5.0	15.625
6	4.0	12.5	4.0	12.5	4.0	12.5
6	4.0	12.5	4.0	12.5	5.0	15.625
6	4.0	12.5	4.0	12.5	4.0	12.5
6	4.0	12.5	4.0	12.5	9.0	28.125
6	4.0	12.5	4.0	12.5	4.0	12.5
6	4.0	12.5	4.0	12.5	5.0	15.625
6	4.0	12.5	4.0	12.5	4.0	12.5
6	4.0	12.5	4.0	12.5	4.0	12.5
6	4.0	12.5	4.0	12.5	6.0	18.75
6	4.0	12.5	4.0	12.5	7.0	21.875
6	3.0	9.375	4.0	12.5	6.0	18.75
6	3.0	9.375	4.0	12.5	4.0	12.5
6	4.0	12.5	4.0	12.5	4.0	12.5
6	4.0	12.5	4.0	12.5	4.0	12.5
6	6.0	18.75	3.0	9.375	8.0	25.0
6	6.0	18.75	3.0	9.375	3.0	9.375
6	5.0	15.625	4.0	12.5	8.0	25.0
6	5.0	15.625	4.0	12.5	4.0	12.5
6	4.0	12.5	4.0	12.5	6.0	18.75
6	4.0	12.5	4.0	12.5	4.0	12.5
6	5.0	15.625	4.0	12.5	4.0	12.5
6	5.0	15.625	4.0	12.5	5.0	15.625
6	5.0	15.625	4.0	12.5	6.0	18.75
6	5.0	15.625	4.0	12.5	4.0	12.5
6	3.0	9.375	3.0	9.375	4.0	12.5
6	3.0	9.375	3.0	9.375	6.0	18.75
6	4.0	12.5	3.0	9.375	6.0	18.75
6	4.0	12.5	3.0	9.375	5.0	15.625
6	4.0	12.5	5.0	15.625	4.0	12.5
6	4.0	12.5	5.0	15.625	5.0	15.625
6	4.0	12.5	4.0	12.5	4.0	12.5
6	4.0	12.5	4.0	12.5	10.0	31.25
6	4.0	12.5	4.0	12.5	4.0	12.5
6	4.0	12.5	4.0	12.5	6.0	18.75
6	4.0	12.5	4.0	12.5	4.0	12.5
6	4.0	12.5	4.0	12.5	7.0	21.875
6	3.0	9.375	3.0	9.375	3.0	9.375
6	3.0	9.375	3.0	9.375	5.0	15.625
6	4.0	12.5	3.0	9.375	5.0	15.625
6	4.0	12.5	3.0	9.375	5.0	15.625
6	4.0	12.5	3.0	9.375	4.0	12.5
6	4.0	12.5	3.0	9.375	3.0	9.375
6	3.0	9.375	5.0	15.625	3.0	9.375
6	3.0	9.375	5.0	15.625	14.0	43.75
6	5.0	15.625	3.0	9.375	5.0	15.625
6	5.0	15.625	3.0	9.375	3.0	9.375
6	3.0	9.375	4.0	12.5	3.0	9.375
6	3.0	9.375	4.0	12.5	5.0	15.625
6	4.0	12.5	4.0	12.5	7.0	21.875
6	4.0	12.5	4.0	12.5	4.0	12.5
6	4.0	12.5	3.0	9.375	4.0	12.5
6	4.0	12.5	3.0	9.375	3.0	9.375
6	4.0	12.5	4.0	12.5	5.0	15.625
6	4.0	12.5	4.0	12.5	4.0	12.5
6	4.0	12.5	6.0	18.75	4.0	12.5
6	4.0	12.5	6.0	18.75	6.0	18.75
6	4.0	12.5	3.0	9.375	7.0	21.875
6	4.0	12.5	3.0	9.375	3.0	9.375
6	4.0	12.5	3.0	9.375	4.0	12.5
6	4.0	12.5	3.0	9.375	3.0	9.375
6	3.0	9.375	6.0	18.75	4.0	12.5
6	3.0	9.375	6.0	18.75	6.0	18.75
6	4.0	12.5	5.0	15.625	5.0	15.625
6	4.0	12.5	5.0	15.625	6.0	18.75
6	3.0	9.375	3.0	9.375	5.0	15.625
6	3.0	9.375	3.0	9.375	4.0	12.5
6	4.0	12.5	4.0	12.5	4.0	12.5
6	4.0	12.5	4.0	12.5	5.0	15.625
6	4.0	12.5	4.0	12.5	6.0	18.75
6	4.0	12.5	4.0	12.5	6.0	18.75
6	4.0	12.5	4.0	12.5	4.0	12.5
6	4.0	12.5	4.0	12.5	4.0	12.5
6	4.0	12.5	4.0	12.5	5.0	15.625
6	4.0	12.5	4.0	12.5	5.0	15.625
6	4.0	12.5	3.0	9.375	4.0	12.5
6	4.0	12.5	3.0	9.375	3.0	9.375
6	5.0	15.625	3.0	9.375	8.0	25.0
6	5.0	15.625	3.0	9.375	4.0	12.5
7	4.0	12.5	4.0	12.5	8.0	25.0
7	4.0	12.5	4.0	12.5	4.0	12.5
7	4.0	12.5	3.0	9.375	5.0	15.625
7	4.0	12.5	3.0	9.375	3.0	9.375
7	4.0	12.5	3.0	9.375	8.0	25.0
7	4.0	12.5	3.0	9.375	4.0	12.5
7	4.0	12.5	3.0	9.375	7.0	21.875
7	4.0	12.5	3.0	9.375	22.0	68.75
7	3.0	9.375	3.0	9.375	4.0	12.5
7	3.0	9.375	3.0	9.375	3.0	9.375
7	4.0	12.5	3.0	9.375	5.0	15.625
7	4.0	12.5	3.0	9.375	4.0	12.5
7	2.0	6.25	3.0	9.375	2.0	6.25
7	2.0	6.25	3.0	9.375	10.0	31.25
7	3.0	9.375	4.0	12.5	6.0	18.75
