G	P1PT	P1SC	P1NC	P2PT	P2SC	P2NC	CPT	CSC	CNC
5	8.0	0.46875	12	8.0	0.5	9	8.0	0.46875	12
5	8.0	0.46875	12	8.0	0.5	9	7.0	0.78125	7
5	6.0	0.4375	9	4.0	0.46875	8	7.0	0.5	9
5	6.0	0.4375	9	4.0	0.46875	8	5.0	0.40625	9
5	8.0	0.5625	9	8.0	0.5625	9	8.0	0.625	9
5	8.0	0.5625	9	8.0	0.5625	9	6.0	0.53125	8
5	8.0	0.59375	10	8.0	0.59375	10	9.0	0.6875	10
5	8.0	0.59375	10	8.0	0.59375	10	9.0	0.65625	9
5	5.0	0.375	8	8.0	0.625	9	5.0	0.3125	9
5	5.0	0.375	8	8.0	0.625	9	6.0	0.78125	7
5	9.0	0.4375	11	9.0	0.65625	9	9.0	0.4375	11
5	9.0	0.4375	11	9.0	0.65625	9	8.0	0.625	9
5	6.0	0.4375	9	6.0	0.4375	9	5.0	0.5	7
5	6.0	0.4375	9	6.0	0.4375	9	6.0	0.4375	9
5	9.0	0.65625	10	8.0	0.59375	10	8.0	0.6875	8
5	9.0	0.65625	10	8.0	0.59375	10	8.0	0.59375	10
5	7.0	0.4375	7	8.0	0.5625	9	6.0	0.46875	5
5	7.0	0.4375	7	8.0	0.5625	9	7.0	0.53125	10
5	6.0	0.4375	9	5.0	0.375	8	7.0	0.40625	10
5	6.0	0.4375	9	5.0	0.375	8	4.0	0.34375	7
5	8.0	0.5625	9	8.0	0.59375	10	8.0	0.625	8
5	8.0	0.5625	9	8.0	0.59375	10	8.0	0.59375	10
5	8.0	0.5625	9	10.0	0.625	11	6.0	0.53125	8
5	8.0	0.5625	9	10.0	0.625	11	7.0	0.625	8
5	10.0	0.625	11	8.0	0.5625	9	10.0	0.71875	8
5	10.0	0.625	11	8.0	0.5625	9	8.0	0.5625	9
5	8.0	0.59375	10	6.0	0.4375	9	8.0	0.59375	10
5	8.0	0.59375	10	6.0	0.4375	9	6.0	0.375	8
5	6.0	0.46875	9	9.0	0.65625	10	6.0	0.46875	9
5	6.0	0.46875	9	9.0	0.65625	10	3.0	0.625	3
5	6.0	0.46875	7	8.0	0.59375	10	2.0	0.375	3
5	6.0	0.46875	7	8.0	0.59375	10	8.0	0.5625	11
5	8.0	0.59375	10	8.0	0.5625	9	8.0	0.59375	10
5	8.0	0.59375	10	8.0	0.5625	9	7.0	0.59375	8
5	7.0	0.53125	10	8.0	0.625	9	3.0	0.625	3
5	7.0	0.53125	10	8.0	0.625	9	8.0	0.625	9
5	8.0	0.46875	12	9.0	0.5	12	6.0	0.4375	9
5	8.0	0.46875	12	9.0	0.5	12	9.0	0.53125	12
5	8.0	0.59375	10	7.0	0.4375	7	6.0	0.625	9
5	8.0	0.59375	10	7.0	0.4375	7	5.0	0.5	6
5	7.0	0.53125	10	5.0	0.375	8	2.0	0.75	2
5	7.0	0.53125	10	5.0	0.375	8	3.0	0.34375	7
5	6.0	0.375	9	8.0	0.59375	10	9.0	0.4375	11
5	6.0	0.375	9	8.0	0.59375	10	8.0	0.59375	9
5	8.0	0.59375	10	4.0	0.4375	6	6.0	0.53125	8
5	8.0	0.59375	10	4.0	0.4375	6	6.0	0.625	8
5	8.0	0.625	9	5.0	0.5	9	7.0	0.59375	10
5	8.0	0.625	9	5.0	0.5	9	7.0	0.4375	10
5	6.0	0.46875	9	8.0	0.5625	9	6.0	0.46875	9
5	6.0	0.46875	9	8.0	0.5625	9	6.0	0.53125	8
5	9.0	0.59375	11	7.0	0.53125	10	6.0	0.4375	10
5	9.0	0.59375	11	7.0	0.53125	10	10.0	0.75	9
5	6.0	0.4375	9	8.0	0.5625	9	6.0	0.4375	9
5	6.0	0.4375	9	8.0	0.5625	9	6.0	0.5625	9
5	6.0	0.4375	9	6.0	0.4375	9	8.0	0.4375	11
5	6.0	0.4375	9	6.0	0.4375	9	6.0	0.4375	9
5	9.0	0.65625	9	8.0	0.59375	10	6.0	0.59375	7
5	9.0	0.65625	9	8.0	0.59375	10	3.0	0.625	4
5	8.0	0.5	9	7.0	0.53125	10	6.0	0.59375	9
5	8.0	0.5	9	7.0	0.53125	10	10.0	0.625	11
5	8.0	0.59375	10	6.0	0.4375	9	8.0	0.625	10
5	8.0	0.59375	10	6.0	0.4375	9	5.0	0.5	7
5	7.0	0.4375	7	6.0	0.4375	9	5.0	0.4375	6
5	7.0	0.4375	7	6.0	0.4375	9	6.0	0.375	9
5	6.0	0.4375	9	6.0	0.4375	9	6.0	0.4375	9
5	6.0	0.4375	9	6.0	0.4375	9	1.0	0.25	2
5	8.0	0.625	9	10.0	0.625	11	9.0	0.65625	9
5	8.0	0.625	9	10.0	0.625	11	9.0	0.6875	11
5	8.0	0.4375	10	9.0	0.65625	10	8.0	0.4375	10
5	8.0	0.4375	10	9.0	0.65625	10	6.0	0.90625	5
5	8.0	0.5	9	9.0	0.4375	11	6.0	0.4375	9
5	8.0	0.5	9	9.0	0.4375	11	8.0	0.40625	11
5	6.0	0.375	9	6.0	0.46875	9	6.0	0.3125	10
5	6.0	0.375	9	6.0	0.46875	9	6.0	0.46875	9
5	4.0	0.4375	6	7.0	0.4375	7	7.0	0.4375	7
5	4.0	0.4375	6	7.0	0.4375	7	5.0	0.5	6
5	6.0	0.4375	9	6.0	0.46875	9	5.0	0.46875	8
5	6.0	0.4375	9	6.0	0.46875	9	6.0	0.46875	9
5	7.0	0.53125	10	9.0	0.4375	11	5.0	0.75	6
5	7.0	0.53125	10	9.0	0.4375	11	3.0	0.3125	5
5	6.0	0.46875	9	8.0	0.5625	9	6.0	0.46875	9
5	6.0	0.46875	9	8.0	0.5625	9	8.0	0.5625	9
5	6.0	0.46875	9	8.0	0.625	8	7.0	0.4375	10
5	6.0	0.46875	9	8.0	0.625	8	9.0	0.59375	9
5	9.0	0.65625	9	6.0	0.4375	9	9.0	0.65625	9
5	9.0	0.65625	9	6.0	0.4375	9	7.0	0.40625	10
5	9.0	0.4375	11	7.0	0.53125	10	4.0	0.4375	6
5	9.0	0.4375	11	7.0	0.53125	10	7.0	0.53125	10
5	8.0	0.59375	10	6.0	0.375	9	9.0	0.53125	11
5	8.0	0.59375	10	6.0	0.375	9	6.0	0.375	9
5	9.0	0.65625	9	6.0	0.4375	9	7.0	0.6875	6
5	9.0	0.65625	9	6.0	0.4375	9	6.0	0.4375	9
5	7.0	0.53125	10	9.0	0.4375	11	10.0	0.8125	10
5	7.0	0.53125	10	9.0	0.4375	11	11.0	0.5	12
5	6.0	0.4375	9	10.0	0.625	11	7.0	0.40625	10
5	6.0	0.4375	9	10.0	0.625	11	11.0	0.53125	11
5	8.0	0.59375	10	9.0	0.65625	9	8.0	0.59375	10
5	8.0	0.59375	10	9.0	0.65625	9	9.0	0.65625	9
5	8.0	0.59375	10	8.0	0.5625	9	8.0	0.65625	9
5	8.0	0.59375	10	8.0	0.5625	9	6.0	0.5625	7
5	4.0	0.46875	8	9.0	0.4375	11	5.0	0.40625	9
5	4.0	0.46875	8	9.0	0.4375	11	10.0	0.46875	11
5	9.0	0.5	12	8.0	0.5	9	10.0	0.59375	11
5	9.0	0.5	12	8.0	0.5	9	8.0	0.46875	10
5	8.0	0.59375	10	6.0	0.46875	9	8.0	0.59375	10
5	8.0	0.59375	10	6.0	0.46875	9	8.0	0.5625	11
5	9.0	0.59375	10	6.0	0.4375	9	10.0	0.71875	7
5	9.0	0.59375	10	6.0	0.4375	9	6.0	0.4375	9
5	6.0	0.4375	9	6.0	0.375	9	6.0	0.4375	9
5	6.0	0.4375	9	6.0	0.375	9	5.0	0.34375	8
5	8.0	0.625	9	7.0	0.53125	10	6.0	0.53125	8
5	8.0	0.625	9	7.0	0.53125	10	3.0	0.625	3
5	8.0	0.59375	10	9.0	0.4375	11	8.0	0.59375	10
5	8.0	0.59375	10	9.0	0.4375	11	5.0	0.34375	8
5	8.0	0.59375	10	5.0	0.375	8	8.0	0.625	10
5	8.0	0.59375	10	5.0	0.375	8	3.0	0.34375	7
5	8.0	0.5625	9	8.0	0.59375	10	8.0	0.625	8
5	8.0	0.5625	9	8.0	0.59375	10	8.0	0.625	9
5	6.0	0.4375	9	5.0	0.5	9	7.0	0.375	9
5	6.0	0.4375	9	5.0	0.5	9	5.0	0.53125	8
5	8.0	0.46875	12	8.0	0.5	9	6.0	0.375	8
5	8.0	0.46875	12	8.0	0.5	9	9.0	0.46875	9
5	9.0	0.4375	11	6.0	0.4375	9	8.0	0.46875	11
5	9.0	0.4375	11	6.0	0.4375	9	8.0	0.4375	11
5	10.0	0.625	11	8.0	0.46875	12	9.0	0.71875	9
5	10.0	0.625	11	8.0	0.46875	12	7.0	0.40625	10
5	6.0	0.4375	9	7.0	0.4375	7	6.0	0.4375	9
5	6.0	0.4375	9	7.0	0.4375	7	7.0	0.4375	7
5	6.0	0.4375	9	8.0	0.59375	10	6.0	0.4375	9
5	6.0	0.4375	9	8.0	0.59375	10	8.0	0.59375	10
5	6.0	0.46875	9	8.0	0.625	9	6.0	0.46875	9
5	6.0	0.46875	9	8.0	0.625	9	8.0	0.625	9
5	8.0	0.625	9	6.0	0.4375	9	3.0	0.875	3
5	8.0	0.625	9	6.0	0.4375	9	7.0	0.40625	10
5	6.0	0.4375	9	8.0	0.5625	9	6.0	0.4375	9
5	6.0	0.4375	9	8.0	0.5625	9	6.0	0.71875	8
5	8.0	0.5625	9	10.0	0.625	11	7.0	0.5	8
5	8.0	0.5625	9	10.0	0.625	11	8.0	0.65625	9
5	8.0	0.46875	12	8.0	0.59375	10	7.0	0.53125	10
5	8.0	0.46875	12	8.0	0.59375	10	8.0	0.59375	10
5	6.0	0.375	9	8.0	0.5625	9	5.0	0.40625	8
5	6.0	0.375	9	8.0	0.5625	9	9.0	0.59375	9
5	6.0	0.4375	9	6.0	0.4375	9	4.0	0.3125	8
5	6.0	0.4375	9	6.0	0.4375	9	7.0	0.46875	10
5	10.0	0.625	11	4.0	0.46875	8	7.0	0.59375	9
5	10.0	0.625	11	4.0	0.46875	8	4.0	0.46875	8
5	6.0	0.4375	9	6.0	0.46875	7	9.0	0.5	13
5	6.0	0.4375	9	6.0	0.46875	7	6.0	0.5625	6
5	9.0	0.59375	11	8.0	0.59375	10	5.0	0.75	7
5	9.0	0.59375	11	8.0	0.59375	10	6.0	0.5	9
5	8.0	0.5625	9	8.0	0.625	9	8.0	0.5625	9
5	8.0	0.5625	9	8.0	0.625	9	5.0	0.53125	8
5	6.0	0.46875	9	8.0	0.59375	10	7.0	0.5	11
5	6.0	0.46875	9	8.0	0.59375	10	3.0	0.625	3
5	5.0	0.375	8	9.0	0.5	12	5.0	0.40625	8
5	5.0	0.375	8	9.0	0.5	12	10.0	0.53125	12
5	8.0	0.5625	9	8.0	0.625	9	10.0	0.5625	9
5	8.0	0.5625	9	8.0	0.625	9	8.0	0.71875	8
5	8.0	0.59375	10	4.0	0.4375	6	3.0	0.4375	5
5	8.0	0.59375	10	4.0	0.4375	6	4.0	0.46875	8
5	8.0	0.59375	10	8.0	0.625	8	9.0	0.5625	10
5	8.0	0.59375	10	8.0	0.625	8	8.0	0.625	8
5	10.0	0.625	11	8.0	0.625	9	10.0	0.625	11
5	10.0	0.625	11	8.0	0.625	9	3.0	0.625	3
5	8.0	0.59375	10	6.0	0.46875	9	8.0	0.625	9
5	8.0	0.59375	10	6.0	0.46875	9	7.0	0.53125	9
5	6.0	0.4375	9	8.0	0.59375	10	6.0	0.4375	9
5	6.0	0.4375	9	8.0	0.59375	10	8.0	0.59375	10
5	9.0	0.4375	11	8.0	0.46875	12	8.0	0.40625	11
5	9.0	0.4375	11	8.0	0.46875	12	8.0	0.46875	9
5	8.0	0.59375	10	6.0	0.4375	9	8.0	0.59375	10
5	8.0	0.59375	10	6.0	0.4375	9	4.0	0.46875	7
5	9.0	0.65625	9	6.0	0.375	9	9.0	0.65625	9
5	9.0	0.65625	9	6.0	0.375	9	6.0	0.46875	8
5	6.0	0.46875	9	8.0	0.59375	10	7.0	0.5	10
5	6.0	0.46875	9	8.0	0.59375	10	4.0	0.625	7
5	8.0	0.59375	10	6.0	0.4375	9	9.0	0.5625	11
5	8.0	0.59375	10	6.0	0.4375	9	5.0	0.75	7
5	8.0	0.5625	9	6.0	0.46875	9	6.0	0.78125	6
5	8.0	0.5625	9	6.0	0.46875	9	9.0	0.4375	12
5	6.0	0.4375	9	9.0	0.4375	11	8.0	0.46875	11
5	6.0	0.4375	9	9.0	0.4375	11	9.0	0.46875	11
5	4.0	0.46875	8	6.0	0.46875	7	3.0	0.4375	6
5	4.0	0.46875	8	6.0	0.46875	7	7.0	0.5	9
5	6.0	0.4375	9	8.0	0.59375	10	5.0	0.375	9
5	6.0	0.4375	9	8.0	0.59375	10	8.0	0.65625	9
5	8.0	0.59375	10	6.0	0.46875	9	9.0	0.625	10
5	8.0	0.59375	10	6.0	0.46875	9	6.0	0.46875	9
5	8.0	0.59375	10	6.0	0.46875	7	7.0	0.53125	10
5	8.0	0.59375	10	6.0	0.46875	7	2.0	0.375	3
5	8.0	0.625	9	8.0	0.4375	10	8.0	0.625	9
5	8.0	0.625	9	8.0	0.4375	10	8.0	0.4375	10
5	8.0	0.59375	10	8.0	0.46875	12	9.0	0.65625	11
5	8.0	0.59375	10	8.0	0.46875	12	8.0	0.46875	12
5	9.0	0.59375	10	8.0	0.625	9	5.0	0.71875	6
5	9.0	0.59375	10	8.0	0.625	9	6.0	0.53125	8
5	6.0	0.46875	9	9.0	0.5	12	7.0	0.4375	10
5	6.0	0.46875	9	9.0	0.5	12	9.0	0.46875	12
5	8.0	0.625	8	9.0	0.6875	10	8.0	0.625	8
5	8.0	0.625	8	9.0	0.6875	10	9.0	0.6875	10
5	9.0	0.5	12	8.0	0.5625	9	8.0	0.5625	11
5	9.0	0.5	12	8.0	0.5625	9	8.0	0.53125	10
5	6.0	0.46875	7	9.0	0.65625	10	6.0	0.4375	8
5	6.0	0.46875	7	9.0	0.65625	10	5.0	0.59375	7
5	9.0	0.5	12	9.0	0.59375	11	7.0	0.4375	10
5	9.0	0.5	12	9.0	0.59375	11	5.0	0.40625	9
5	6.0	0.4375	9	6.0	0.4375	9	4.0	0.40625	8
5	6.0	0.4375	9	6.0	0.4375	9	7.0	0.40625	10
5	9.0	0.65625	9	8.0	0.5	9	9.0	0.65625	9
5	9.0	0.65625	9	8.0	0.5	9	4.0	0.4375	6
5	9.0	0.59375	10	6.0	0.4375	9	8.0	0.5625	9
5	9.0	0.59375	10	6.0	0.4375	9	5.0	0.40625	7
5	9.0	0.59375	11	9.0	0.6875	10	5.0	0.75	6
5	9.0	0.59375	11	9.0	0.6875	10	6.0	0.59375	7
5	9.0	0.4375	11	8.0	0.4375	10	9.0	0.4375	11
5	9.0	0.4375	11	8.0	0.4375	10	8.0	0.4375	10
5	8.0	0.59375	10	9.0	0.4375	11	8.0	0.625	10
5	8.0	0.59375	10	9.0	0.4375	11	8.0	0.40625	11
5	8.0	0.46875	12	9.0	0.6875	10	10.0	0.5625	12
5	8.0	0.46875	12	9.0	0.6875	10	9.0	0.59375	10
5	8.0	0.59375	10	9.0	0.4375	11	8.0	0.59375	10
5	8.0	0.59375	10	9.0	0.4375	11	8.0	0.40625	11
5	8.0	0.59375	10	10.0	0.625	11	8.0	0.625	9
5	8.0	0.59375	10	10.0	0.625	11	7.0	0.34375	9
5	9.0	0.4375	11	9.0	0.4375	11	8.0	0.40625	11
5	9.0	0.4375	11	9.0	0.4375	11	9.0	0.4375	11
5	6.0	0.4375	9	9.0	0.4375	11	7.0	0.5	11
5	6.0	0.4375	9	9.0	0.4375	11	8.0	0.40625	9
5	9.0	0.4375	11	6.0	0.46875	9	5.0	0.78125	5
5	9.0	0.4375	11	6.0	0.46875	9	5.0	0.40625	8
5	6.0	0.4375	9	8.0	0.5625	9	7.0	0.5	10
5	6.0	0.4375	9	8.0	0.5625	9	4.0	0.5625	4
6	8.0	0.46875	9	6.0	0.4375	9	8.0	0.4375	9
6	8.0	0.46875	9	6.0	0.4375	9	6.0	0.4375	9
6	8.0	0.5625	9	10.0	0.5625	12	8.0	0.46875	9
6	8.0	0.5625	9	10.0	0.5625	12	10.0	0.5625	12
6	8.0	0.46875	9	8.0	0.625	8	7.0	0.46875	10
6	8.0	0.46875	9	8.0	0.625	8	9.0	0.65625	9
6	7.0	0.46875	10	8.0	0.53125	10	7.0	0.46875	10
6	7.0	0.46875	10	8.0	0.53125	10	6.0	0.71875	9
6	8.0	0.59375	10	8.0	0.53125	10	6.0	0.40625	10
6	8.0	0.59375	10	8.0	0.53125	10	9.0	0.5	11
6	8.0	0.53125	10	9.0	0.5	11	7.0	0.5	8
6	8.0	0.53125	10	9.0	0.5	11	7.0	0.625	10
6	8.0	0.625	8	9.0	0.4375	11	9.0	0.65625	9
6	8.0	0.625	8	9.0	0.4375	11	9.0	0.4375	11
6	6.0	0.4375	9	9.0	0.4375	11	5.0	0.625	8
6	6.0	0.4375	9	9.0	0.4375	11	5.0	0.34375	8
6	9.0	0.4375	11	9.0	0.5625	11	9.0	0.4375	11
6	9.0	0.4375	11	9.0	0.5625	11	8.0	0.625	10
6	9.0	0.4375	12	9.0	0.5625	11	9.0	0.4375	12
6	9.0	0.4375	12	9.0	0.5625	11	8.0	0.78125	9
6	6.0	0.4375	9	8.0	0.59375	10	7.0	0.40625	10
6	6.0	0.4375	9	8.0	0.59375	10	6.0	0.53125	8
6	6.0	0.4375	9	6.0	0.46875	5	7.0	0.40625	10
6	6.0	0.4375	9	6.0	0.46875	5	5.0	0.5	6
6	8.0	0.59375	9	7.0	0.40625	10	8.0	0.59375	9
6	8.0	0.59375	9	7.0	0.40625	10	7.0	0.4375	10
6	6.0	0.4375	9	8.0	0.59375	9	6.0	0.53125	7
6	6.0	0.4375	9	8.0	0.59375	9	9.0	0.65625	9
6	7.0	0.40625	10	6.0	0.375	9	7.0	0.40625	10
6	7.0	0.40625	10	6.0	0.375	9	5.0	0.375	8
6	6.0	0.375	9	7.0	0.40625	10	6.0	0.375	9
6	6.0	0.375	9	7.0	0.40625	10	4.0	0.46875	7
6	7.0	0.40625	10	6.0	0.4375	9	7.0	0.40625	10
6	7.0	0.40625	10	6.0	0.4375	9	5.0	0.34375	9
6	9.0	0.4375	11	7.0	0.5	9	8.0	0.40625	11
6	9.0	0.4375	11	7.0	0.5	9	7.0	0.5	9
6	8.0	0.53125	10	6.0	0.4375	9	6.0	0.65625	9
6	8.0	0.53125	10	6.0	0.4375	9	7.0	0.40625	10
6	7.0	0.5	9	7.0	0.40625	10	6.0	0.46875	7
6	7.0	0.5	9	7.0	0.40625	10	8.0	0.46875	10
6	6.0	0.46875	5	8.0	0.59375	10	5.0	0.5	5
6	6.0	0.46875	5	8.0	0.59375	10	8.0	0.625	10
6	8.0	0.53125	10	8.0	0.59375	10	6.0	0.5	9
6	8.0	0.53125	10	8.0	0.59375	10	7.0	0.6875	9
6	8.0	0.5625	9	6.0	0.4375	9	8.0	0.5	8
6	8.0	0.5625	9	6.0	0.4375	9	6.0	0.4375	9
6	7.0	0.40625	10	6.0	0.4375	9	7.0	0.40625	10
6	7.0	0.40625	10	6.0	0.4375	9	5.0	0.34375	8
6	9.0	0.4375	12	8.0	0.5625	9	8.0	0.40625	11
6	9.0	0.4375	12	8.0	0.5625	9	8.0	0.5625	9
6	7.0	0.46875	10	8.0	0.46875	9	7.0	0.46875	10
6	7.0	0.46875	10	8.0	0.46875	9	8.0	0.46875	9
6	9.0	0.65625	9	8.0	0.5625	9	9.0	0.65625	9
6	9.0	0.65625	9	8.0	0.5625	9	8.0	0.5625	9
6	6.0	0.375	9	8.0	0.59375	9	5.0	0.34375	8
6	6.0	0.375	9	8.0	0.59375	9	8.0	0.59375	9
6	8.0	0.5	9	6.0	0.375	9	10.0	0.65625	11
6	8.0	0.5	9	6.0	0.375	9	7.0	0.40625	10
6	6.0	0.4375	9	8.0	0.4375	10	6.0	0.4375	9
6	6.0	0.4375	9	8.0	0.4375	10	8.0	0.4375	10
6	6.0	0.4375	9	7.0	0.4375	10	6.0	0.4375	9
6	6.0	0.4375	9	7.0	0.4375	10	7.0	0.4375	10
6	8.0	0.5625	9	6.0	0.4375	9	6.0	0.53125	8
6	8.0	0.5625	9	6.0	0.4375	9	5.0	0.40625	7
6	6.0	0.4375	9	9.0	0.5625	11	5.0	0.40625	7
6	6.0	0.4375	9	9.0	0.5625	11	9.0	0.59375	11
6	8.0	0.59375	9	8.0	0.59375	9	7.0	0.5625	9
6	8.0	0.59375	9	8.0	0.59375	9	8.0	0.625	9
6	6.0	0.46875	5	9.0	0.4375	11	7.0	0.40625	7
6	6.0	0.46875	5	9.0	0.4375	11	9.0	0.4375	11
6	8.0	0.4375	12	7.0	0.40625	10	9.0	0.40625	12
6	8.0	0.4375	12	7.0	0.40625	10	7.0	0.40625	10
6	9.0	0.5625	11	10.0	0.5625	12	7.0	0.53125	10
6	9.0	0.5625	11	10.0	0.5625	12	10.0	0.53125	12
6	6.0	0.375	9	8.0	0.53125	10	6.0	0.4375	9
6	6.0	0.375	9	8.0	0.53125	10	8.0	0.46875	9
6	9.0	0.5625	11	8.0	0.59375	9	9.0	0.625	10
6	9.0	0.5625	11	8.0	0.59375	9	7.0	0.5	10
6	9.0	0.65625	9	8.0	0.4375	10	3.0	0.625	4
6	9.0	0.65625	9	8.0	0.4375	10	9.0	0.5	10
6	7.0	0.4375	10	6.0	0.4375	9	6.0	0.53125	8
6	7.0	0.4375	10	6.0	0.4375	9	6.0	0.4375	9
6	8.0	0.59375	9	8.0	0.53125	10	8.0	0.59375	9
6	8.0	0.59375	9	8.0	0.53125	10	6.0	0.46875	10
6	8.0	0.46875	9	6.0	0.4375	9	8.0	0.40625	10
6	8.0	0.46875	9	6.0	0.4375	9	7.0	0.4375	8
6	6.0	0.4375	9	8.0	0.5625	9	8.0	0.53125	9
6	6.0	0.4375	9	8.0	0.5625	9	7.0	0.5	9
6	8.0	0.4375	12	9.0	0.5625	11	8.0	0.4375	12
6	8.0	0.4375	12	9.0	0.5625	11	9.0	0.5625	11
6	9.0	0.4375	12	7.0	0.4375	10	9.0	0.4375	12
6	9.0	0.4375	12	7.0	0.4375	10	7.0	0.4375	10
6	6.0	0.4375	9	6.0	0.4375	9	5.0	0.375	8
6	6.0	0.4375	9	6.0	0.4375	9	6.0	0.4375	9
6	6.0	0.4375	9	6.0	0.4375	9	6.0	0.4375	9
6	6.0	0.4375	9	6.0	0.4375	9	6.0	0.4375	9
6	9.0	0.4375	11	8.0	0.4375	12	9.0	0.4375	11
6	9.0	0.4375	11	8.0	0.4375	12	8.0	0.4375	12
6	6.0	0.4375	9	8.0	0.59375	9	6.0	0.4375	9
6	6.0	0.4375	9	8.0	0.59375	9	8.0	0.625	9
6	7.0	0.5	10	6.0	0.4375	9	7.0	0.5	10
6	7.0	0.5	10	6.0	0.4375	9	6.0	0.46875	9
6	6.0	0.46875	5	7.0	0.40625	10	1.0	0.5	1
6	6.0	0.46875	5	7.0	0.40625	10	9.0	0.4375	12
6	9.0	0.65625	9	8.0	0.53125	10	6.0	0.4375	8
6	9.0	0.65625	9	8.0	0.53125	10	8.0	0.625	8
6	9.0	0.4375	11	7.0	0.46875	10	9.0	0.4375	11
6	9.0	0.4375	11	7.0	0.46875	10	8.0	0.4375	11
6	8.0	0.59375	9	9.0	0.4375	11	9.0	0.5625	10
6	8.0	0.59375	9	9.0	0.4375	11	6.0	0.46875	8
6	9.0	0.4375	11	7.0	0.40625	10	9.0	0.4375	11
6	9.0	0.4375	11	7.0	0.40625	10	7.0	0.40625	10
6	8.0	0.46875	9	8.0	0.59375	10	9.0	0.5	11
6	8.0	0.46875	9	8.0	0.59375	10	7.0	0.5625	9
6	7.0	0.5	9	7.0	0.5	10	5.0	0.4375	8
6	7.0	0.5	9	7.0	0.5	10	7.0	0.5	10
6	8.0	0.59375	10	8.0	0.5625	9	8.0	0.59375	10
6	8.0	0.59375	10	8.0	0.5625	9	8.0	0.5625	9
6	7.0	0.4375	10	6.0	0.46875	5	7.0	0.4375	10
6	7.0	0.4375	10	6.0	0.46875	5	8.0	0.65625	5
6	7.0	0.40625	10	6.0	0.4375	9	7.0	0.40625	10
6	7.0	0.40625	10	6.0	0.4375	9	6.0	0.4375	9
6	9.0	0.5625	11	7.0	0.40625	10	9.0	0.5625	11
6	9.0	0.5625	11	7.0	0.40625	10	6.0	0.34375	9
6	9.0	0.65625	9	8.0	0.5625	9	9.0	0.6875	8
6	9.0	0.65625	9	8.0	0.5625	9	7.0	0.53125	10
6	9.0	0.4375	12	10.0	0.5625	12	9.0	0.4375	12
6	9.0	0.4375	12	10.0	0.5625	12	10.0	0.59375	11
6	9.0	0.5625	11	8.0	0.59375	9	10.0	0.625	10
6	9.0	0.5625	11	8.0	0.59375	9	8.0	0.625	9
6	6.0	0.4375	9	9.0	0.4375	11	7.0	0.5	10
6	6.0	0.4375	9	9.0	0.4375	11	3.0	0.625	4
6	6.0	0.4375	9	8.0	0.4375	10	6.0	0.4375	9
6	6.0	0.4375	9	8.0	0.4375	10	8.0	0.4375	10
6	8.0	0.625	8	8.0	0.4375	10	7.0	0.5625	9
6	8.0	0.625	8	8.0	0.4375	10	7.0	0.59375	9
6	6.0	0.4375	9	8.0	0.5	9	6.0	0.4375	9
6	6.0	0.4375	9	8.0	0.5	9	8.0	0.5	9
6	8.0	0.46875	9	8.0	0.46875	9	7.0	0.40625	9
6	8.0	0.46875	9	8.0	0.46875	9	8.0	0.46875	9
6	9.0	0.4375	11	8.0	0.5625	9	9.0	0.4375	11
6	9.0	0.4375	11	8.0	0.5625	9	7.0	0.59375	9
6	8.0	0.53125	10	8.0	0.4375	12	9.0	0.5	11
6	8.0	0.53125	10	8.0	0.4375	12	8.0	0.4375	12
6	6.0	0.4375	9	9.0	0.5625	11	7.0	0.40625	10
6	6.0	0.4375	9	9.0	0.5625	11	9.0	0.59375	10
6	8.0	0.5625	9	7.0	0.46875	10	7.0	0.59375	8
6	8.0	0.5625	9	7.0	0.46875	10	7.0	0.5	10
6	10.0	0.53125	12	9.0	0.4375	11	9.0	0.53125	12
6	10.0	0.53125	12	9.0	0.4375	11	9.0	0.4375	11
6	8.0	0.5	9	7.0	0.4375	10	8.0	0.5	9
6	8.0	0.5	9	7.0	0.4375	10	1.0	0.5	1
6	9.0	0.4375	11	9.0	0.5	11	10.0	0.5	10
6	9.0	0.4375	11	9.0	0.5	11	10.0	0.46875	12
6	7.0	0.4375	10	9.0	0.5625	11	5.0	0.46875	7
6	7.0	0.4375	10	9.0	0.5625	11	10.0	0.53125	11
6	9.0	0.4375	11	6.0	0.4375	9	7.0	0.375	9
6	9.0	0.4375	11	6.0	0.4375	9	7.0	0.5	9
6	9.0	0.5625	11	8.0	0.59375	9	9.0	0.5625	11
6	9.0	0.5625	11	8.0	0.59375	9	8.0	0.59375	9
6	8.0	0.53125	10	7.0	0.40625	10	8.0	0.46875	9
6	8.0	0.53125	10	7.0	0.40625	10	6.0	0.375	9
6	8.0	0.4375	12	8.0	0.5625	9	7.0	0.40625	11
6	8.0	0.4375	12	8.0	0.5625	9	8.0	0.53125	10
6	8.0	0.53125	10	9.0	0.5625	11	7.0	0.5625	10
6	8.0	0.53125	10	9.0	0.5625	11	10.0	0.59375	10
6	7.0	0.40625	10	8.0	0.46875	9	7.0	0.40625	10
6	7.0	0.40625	10	8.0	0.46875	9	6.0	0.46875	8
6	8.0	0.5	9	8.0	0.4375	12	7.0	0.4375	8
6	8.0	0.5	9	8.0	0.4375	12	9.0	0.46875	9
6	9.0	0.4375	12	6.0	0.46875	5	9.0	0.4375	12
6	9.0	0.4375	12	6.0	0.46875	5	4.0	0.625	5
6	9.0	0.4375	11	8.0	0.4375	12	8.0	0.46875	9
