G	P1PT	P1SC	P1NC	P2PT	P2SC	P2NC	CPT	CSC	CNC
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.53125	10
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	12.0	0.5625	12
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	9.0	0.46875	10
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	8.0	0.4375	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	8.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	8.0	0.375	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	8.0	0.53125	8
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.53125	11
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.53125	11
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	9.0	0.5	10
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	6.0	0.375	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.53125	10
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5625	11
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	9.0	0.46875	10
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	9.0	0.46875	11
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	9.0	0.40625	11
47	10.0	0.5	9	10.0	0.5	9	8.0	0.4375	11
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	9.0	0.46875	10
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	11.0	0.59375	11
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	6.0	0.3125	11
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.53125	10
47	10.0	0.5	9	10.0	0.5	9	7.0	0.53125	8
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.53125	11
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	7.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.4375	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.53125	11
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	9.0	0.40625	11
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	7.0	0.40625	8
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	11
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	7.0	0.46875	10
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.71875	11
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	5.0	0.1875	11
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.53125	8
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	10
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	9.0	0.53125	10
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	11.0	0.59375	12
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	11.0	0.59375	11
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	9.0	0.53125	12
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	9.0	0.53125	10
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	7.0	0.40625	10
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	6.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.53125	8
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	1.0	0.25	2
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	9.0	0.46875	10
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	8.0	0.4375	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	9.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	8.0	0.4375	10
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
47	10.0	0.5	9	10.0	0.5	9	8.0	0.4375	9
47	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
48	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
48	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
48	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
48	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
48	10.0	0.5	9	10.0	0.5	9	9.0	0.46875	11
48	10.0	0.5	9	10.0	0.5	9	9.0	0.46875	10
48	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
48	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
48	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
48	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
48	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
48	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
48	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
48	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
48	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
48	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
48	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
48	10.0	0.5	9	10.0	0.5	9	9.0	0.5	9
48	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
48	10.0	0.5	9	10.0	0.5	9	9.0	0.46875	10
48	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
48	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
48	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
48	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
48	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
48	10.0	0.5	9	10.0	0.5	9	8.0	0.46875	10
48	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
48	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
48	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
48	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
48	10.0	0.5	9	10.0	0.5	9	11.0	0.59375	11
48	10.0	0.5	9	10.0	0.5	9	9.0	0.53125	12
48	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
48	10.0	0.5	9	10.0	0.5	9	9.0	0.53125	11
48	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
48	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
48	10.0	0.5	9	10.0	0.5	9	9.0	0.46875	11
48	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
48	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
48	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
48	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
48	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
48	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
48	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
48	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
48	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
48	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
48	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
48	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
48	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
48	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
48	10.0	0.5	9	10.0	0.5	9	9.0	0.46875	11
48	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
48	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
48	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
48	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
48	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
48	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
48	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
48	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
48	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
48	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
48	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
48	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
48	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
48	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
48	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
48	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
48	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
48	10.0	0.5	9	10.0	0.5	9	9.0	0.40625	11
48	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
48	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
48	10.0	0.5	9	10.0	0.5	9	14.0	0.65625	11
48	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
48	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
48	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
48	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
48	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
48	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
48	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
48	10.0	0.5	9	10.0	0.5	9	9.0	0.46875	8
48	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
48	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
48	10.0	0.5	9	10.0	0.5	9	10.0	0.5	10
48	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
48	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
48	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
48	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
48	10.0	0.5	9	10.0	0.5	9	9.0	0.46875	10
48	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
48	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
48	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
48	10.0	0.5	9	10.0	0.5	9	9.0	0.46875	8
48	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
48	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
48	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
48	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
48	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
48	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
48	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
48	10.0	0.5	9	10.0	0.5	9	9.0	0.5625	11
48	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
48	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
48	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
48	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
48	10.0	0.5	9	10.0	0.5	9	9.0	0.46875	10
48	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
48	10.0	0.5	9	10.0	0.5	9	9.0	0.46875	10
48	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
48	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
48	10.0	0.5	9	10.0	0.5	9	8.0	0.375	9
48	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
48	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
48	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
48	10.0	0.5	9	10.0	0.5	9	9.0	0.5	11
48	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
48	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
48	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
48	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
48	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
48	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
48	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
48	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
48	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
48	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
48	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
48	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
48	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
48	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
48	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
48	10.0	0.5	9	10.0	0.5	9	8.0	0.46875	11
48	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
48	10.0	0.5	9	10.0	0.5	9	8.0	0.4375	10
48	10.0	0.5	9	10.0	0.5	9	9.0	0.46875	11
48	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
48	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
48	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
48	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
48	10.0	0.5	9	10.0	0.5	9	10.0	0.46875	8
