1	10	18.078	18.0	64.6	
1	11	18.068	18.0	67.592	
1	12	18.108	18.0	72.096	
1	13	18.092	18.0	66.828	
1	14	18.094	18.0	66.652	
1	15	18.078	18.0	68.388	
1	16	18.092	18.0	72.392	
1	17	18.102	18.0	77.82	
1	18	18.082	18.0	72.972	
1	19	18.048	18.0	72.432	
1	20	18.138	18.0	68.24	
1	21	18.122	18.0	69.044	
1	22	18.152	18.0	70.368	
1	23	18.132	18.0	69.476	
1	24	18.13	18.0	79.264	
1	25	18.136	18.0	59.548	
1	26	18.114	18.0	61.008	
1	27	18.128	18.0	67.356	
1	28	18.108	18.0	73.332	
1	29	18.082	18.0	78.536	
1	30	18.068	18.0	78.256	
1	31	18.03	18.0	82.124	
1	32	18.058	18.0	78.528	
1	33	18.042	18.0	78.22	
1	34	18.082	18.0	79.492	
1	35	18.104	18.0	74.92	
1	36	18.064	18.0	79.044	
1	37	18.092	18.0	76.104	
1	38	18.09	18.0	79.784	
1	39	18.046	18.0	79.052	
1	40	18.052	18.0	80.076	
1	41	18.03	18.0	81.3	
1	42	18.05	18.0	82.796	
1	43	18.04	18.0	88.34	
1	44	18.05	18.0	92.448	
1	45	18.086	18.0	96.052	
1	46	18.024	18.0	94.56	
1	47	18.03	18.0	98.98	
1	48	18.036	18.0	106.792	
1	49	18.022	18.0	104.404	
1	50	18.048	18.0	100.368	
1	0	19.608	18.0	33.48	
1	1	19.336	18.0	34.556	
1	2	18.57	18.0	56.328	
1	3	18.288	18.0	62.46	
1	0	19.676	18.0	33.692	
1	1	19.374	18.0	28.68	
1	2	19.232	18.0	28.776	
1	3	18.658	18.0	49.164	
1	4	18.37	18.0	60.164	
1	5	18.268	18.0	65.116	
1	6	18.31	18.0	61.48	
1	0	19.674	18.0	33.632	
1	1	19.44	18.0	33.628	
1	2	19.136	18.0	34.34	
1	3	19.192	18.0	34.436	
1	4	19.04	18.0	36.856	
1	0	19.604	18.0	33.592	
1	1	19.368	18.0	26.372	
1	2	19.176	18.0	27.256	
1	3	18.866	18.0	46.024	
1	4	18.278	18.0	64.848	
1	0	19.66	18.0	33.608	
1	1	19.404	18.0	34.364	
1	2	19.21	18.0	32.868	
1	3	18.78	18.0	45.312	
1	0	19.614	18.0	33.536	
1	0	19.656	18.0	33.612	
1	1	19.382	18.0	38.136	
1	2	18.916	17.0	40.152	
1	3	18.388	17.0	56.684	
1	4	18.26	17.0	63.0	
1	5	18.244	17.0	65.556	
1	0	19.632	18.0	33.668	
1	1	19.496	18.0	15.76	
1	2	19.244	18.0	25.14	
1	3	19.212	18.0	20.592	
1	4	19.21	18.0	19.776	
1	5	19.118	18.0	15.952	
1	6	18.76	18.0	16.608	
1	7	18.41	17.0	16.644	
1	8	18.35	17.0	20.836	
1	9	18.242	17.0	22.044	
1	10	18.34	17.0	21.472	
1	11	18.262	17.0	25.076	
1	12	18.22	17.0	23.852	
1	13	18.232	17.0	23.128	
1	14	18.158	16.0	25.584	
1	15	18.138	16.0	23.264	
1	16	18.172	16.0	22.088	
1	17	18.144	16.0	23.096	
1	18	18.13	16.0	22.68	
1	19	18.138	16.0	21.86	
1	20	18.136	16.0	22.028	
1	21	18.104	16.0	22.856	
1	22	18.074	16.0	23.216	
1	23	18.154	16.0	19.732	
1	24	18.136	16.0	19.604	
1	25	18.18	16.0	19.82	
1	26	18.164	16.0	20.648	
1	27	18.218	10.0	16.084	
1	28	18.228	10.0	15.268	
1	29	18.284	10.0	15.516	
1	30	18.274	10.0	15.556	
1	31	18.208	10.0	16.452	
1	32	18.146	10.0	17.176	
1	33	18.09	10.0	16.672	
1	34	17.98	10.0	16.536	
1	35	17.922	10.0	16.132	
1	36	17.946	10.0	17.024	
1	37	17.71	10.0	18.792	
1	38	17.628	10.0	19.22	
1	39	17.454	10.0	21.084	
1	40	17.23	10.0	22.512	
1	41	17.326	10.0	23.008	
1	42	17.358	10.0	22.368	
1	43	17.23	10.0	25.528	
1	44	17.162	10.0	23.332	
1	45	17.394	10.0	22.828	
1	46	17.368	10.0	25.128	
1	47	17.344	10.0	23.716	
1	48	17.212	10.0	25.384	
1	49	17.286	10.0	27.064	
1	50	17.06	10.0	31.236	
1	0	19.622	18.0	33.64	
1	1	19.346	18.0	28.928	
1	2	19.056	18.0	36.724	
1	3	18.83	18.0	43.764	
1	4	18.472	18.0	56.008	
1	5	18.372	18.0	59.732	
1	0	19.676	18.0	33.648	
1	1	19.444	18.0	18.412	
1	2	19.226	18.0	23.9	
1	3	19.194	18.0	25.66	
1	4	19.108	18.0	28.904	
1	5	18.676	18.0	41.036	
1	6	18.328	18.0	53.68	
1	7	18.266	18.0	57.864	
1	8	18.254	18.0	59.396	
1	9	18.242	18.0	65.92	
1	0	19.666	18.0	33.636	
1	1	19.458	18.0	26.488	
1	2	19.264	18.0	29.972	
1	3	19.432	18.0	26.732	
1	4	19.088	18.0	37.948	
1	0	19.664	18.0	33.664	
1	1	19.498	18.0	24.488	
1	2	19.33	18.0	18.268	
1	3	19.102	18.0	15.82	
1	4	19.026	18.0	11.08	
1	5	18.816	18.0	13.068	
1	6	18.636	18.0	13.812	
1	7	18.498	18.0	16.22	
1	8	18.46	18.0	18.796	
1	9	18.386	18.0	21.316	
1	10	18.332	18.0	25.328	
1	11	18.25	18.0	29.384	
1	12	18.288	18.0	30.624	
1	13	18.242	18.0	35.596	
1	14	18.168	17.0	39.996	
1	15	18.152	17.0	43.844	
1	16	18.11	17.0	49.9	
1	17	18.092	17.0	51.668	
1	18	18.086	17.0	45.792	
1	19	18.032	17.0	45.912	
1	20	18.02	17.0	47.208	
1	21	17.986	17.0	44.964	
1	22	17.94	17.0	45.296	
1	23	17.918	17.0	43.624	
1	24	17.948	17.0	42.224	
1	25	17.922	17.0	41.896	
1	26	17.926	17.0	43.616	
1	27	17.936	17.0	43.388	
1	28	17.88	17.0	43.364	
1	0	19.584	18.0	33.688	
1	1	19.198	18.0	31.208	
1	0	19.66	18.0	33.608	
1	1	19.556	18.0	24.284	
1	2	19.37	18.0	24.436	
1	3	19.042	18.0	39.548	
1	4	18.628	18.0	54.616	
1	5	18.368	18.0	71.048	
1	0	19.666	18.0	33.532	
1	1	19.368	18.0	33.252	
1	2	19.142	18.0	36.848	
1	3	19.056	18.0	39.8	
1	4	18.844	18.0	49.748	
1	5	18.432	18.0	70.836	
1	0	19.666	18.0	33.584	
1	1	19.452	18.0	26.412	
1	2	19.098	17.0	34.868	
1	3	18.654	17.0	49.792	
1	4	18.258	17.0	62.668	
1	5	18.268	17.0	66.096	
1	6	18.214	17.0	64.6	
1	7	18.208	17.0	63.404	
1	8	18.19	17.0	61.592	
1	9	18.19	17.0	68.204	
1	0	19.658	18.0	33.656	
1	1	19.432	18.0	31.3	
1	2	18.932	18.0	41.064	
1	3	18.526	18.0	54.684	
1	4	18.278	18.0	64.156	
1	5	18.256	18.0	66.472	
1	0	19.662	18.0	33.612	
1	1	19.414	18.0	33.184	
1	2	19.196	18.0	39.956	
1	3	18.898	17.0	50.484	
1	4	18.396	17.0	67.9	
1	5	18.212	17.0	79.676	
1	6	18.2	17.0	82.064	
1	7	18.158	17.0	84.064	
1	8	18.212	17.0	78.588	
1	0	19.682	18.0	33.5	
1	1	19.476	18.0	40.156	
1	2	19.126	18.0	44.332	
1	3	18.706	17.0	51.948	
1	4	18.27	17.0	59.604	
1	5	18.158	17.0	62.696	
1	6	18.162	17.0	62.328	
1	7	18.154	17.0	60.688	
1	8	18.18	17.0	57.68	
1	9	18.188	17.0	55.256	
1	0	19.682	18.0	33.612	
1	1	19.47	18.0	24.776	
1	2	19.122	18.0	24.72	
1	3	18.658	17.0	37.672	
1	4	18.21	17.0	44.388	
1	5	18.188	17.0	46.952	
1	6	18.122	17.0	42.02	
1	7	17.976	17.0	33.568	
1	8	17.808	17.0	30.396	
1	9	17.75	17.0	28.252	
1	10	17.742	17.0	28.588	
1	11	17.786	17.0	28.376	
1	12	17.744	17.0	28.116	
1	13	17.728	17.0	28.432	
1	14	17.762	17.0	28.328	
1	15	17.74	17.0	28.136	
1	16	17.764	17.0	28.436	
1	17	17.754	17.0	28.172	
1	18	17.778	17.0	28.476	
1	19	17.722	17.0	28.332	
1	20	17.742	17.0	28.276	
1	21	17.756	17.0	28.756	
1	22	17.728	17.0	28.224	
1	23	17.778	17.0	27.992	
1	24	17.742	17.0	28.696	
1	25	17.734	17.0	29.088	
1	26	17.762	17.0	27.92	
1	27	17.71	17.0	27.972	
1	28	17.714	17.0	28.308	
1	29	17.746	17.0	28.244	
1	30	17.748	17.0	28.512	
1	31	17.78	17.0	28.048	
1	32	17.72	17.0	28.512	
1	33	17.752	17.0	28.32	
1	34	17.756	17.0	28.22	
1	35	17.74	17.0	27.86	
1	36	17.756	17.0	28.164	
1	37	17.722	17.0	28.264	
1	38	17.782	17.0	28.712	
1	39	17.722	17.0	28.024	
1	40	17.714	17.0	28.432	
1	41	17.738	17.0	28.452	
1	42	17.738	17.0	28.208	
1	43	17.7	17.0	28.364	
1	44	17.748	17.0	28.032	
1	45	17.704	17.0	28.556	
1	46	17.786	17.0	28.06	
1	47	17.78	17.0	28.14	
1	48	17.72	17.0	28.036	
1	49	17.734	17.0	28.464	
1	50	17.748	17.0	28.496	
1	0	19.648	18.0	33.504	
1	1	19.23	18.0	30.772	
1	2	18.63	18.0	45.504	
1	3	18.356	18.0	52.108	
1	4	18.198	18.0	55.324	
1	5	18.188	18.0	54.48	
1	6	18.206	18.0	53.708	
1	7	18.18	18.0	54.312	
1	8	18.156	16.0	53.484	
1	9	18.124	16.0	53.248	
1	10	18.14	16.0	50.284	
1	11	18.17	16.0	48.368	
1	12	18.142	16.0	44.536	
1	13	18.044	16.0	40.36	
1	14	17.85	16.0	31.844	
1	15	17.728	16.0	23.12	
1	16	17.662	16.0	19.436	
1	17	17.716	16.0	19.504	
1	18	17.63	16.0	18.004	
1	19	17.71	16.0	18.28	
1	20	17.73	16.0	18.852	
1	21	17.708	16.0	18.584	
1	22	17.68	16.0	18.704	
1	23	17.622	16.0	18.176	
1	24	17.628	16.0	18.624	
1	25	17.726	16.0	18.528	
1	26	17.726	16.0	18.664	
1	27	17.732	16.0	18.684	
1	28	17.664	16.0	18.556	
1	29	17.71	16.0	18.488	
1	30	17.726	16.0	18.636	
1	31	17.66	16.0	18.144	
1	32	17.71	16.0	18.216	
1	33	17.678	16.0	18.908	
1	34	17.788	16.0	18.62	
1	35	17.64	16.0	18.46	
1	36	17.692	16.0	18.968	
1	37	17.694	16.0	18.416	
1	38	17.584	16.0	18.492	
1	39	17.722	16.0	18.756	
1	40	17.732	16.0	18.712	
1	41	17.61	16.0	18.504	
1	42	17.66	16.0	18.304	
1	43	17.7	16.0	18.368	
1	44	17.698	16.0	18.924	
1	45	17.664	16.0	18.612	
1	46	17.704	16.0	18.54	
1	47	17.706	16.0	18.664	
1	48	17.64	16.0	18.328	
1	49	17.664	16.0	18.944	
1	50	17.654	16.0	18.856	
1	0	19.644	18.0	33.632	
1	1	19.334	18.0	35.012	
1	2	19.16	18.0	33.652	
1	3	18.786	18.0	46.4	
1	4	18.652	18.0	53.26	
1	5	18.56	18.0	57.096	
1	6	18.534	18.0	54.372	
1	7	18.526	18.0	56.28	
1	8	18.542	18.0	53.9	
1	9	18.636	18.0	52.712	
1	10	18.592	18.0	51.672	
1	11	18.728	18.0	50.568	
1	12	18.626	18.0	52.848	
1	13	18.676	18.0	50.864	
1	14	18.662	18.0	51.324	
1	15	18.64	18.0	50.644	
1	16	18.636	18.0	48.668	
1	17	18.656	18.0	49.432	
1	18	18.676	18.0	48.12	
1	19	18.656	18.0	50.64	
1	20	18.666	18.0	51.304	
1	21	18.776	18.0	50.068	
1	22	18.692	18.0	51.08	
1	23	18.688	18.0	52.34	
1	24	18.654	18.0	52.008	
1	25	18.59	18.0	49.964	
1	26	18.666	18.0	49.708	
1	27	18.674	18.0	48.252	
1	28	18.75	18.0	47.436	
1	29	18.778	18.0	46.656	
1	30	18.702	18.0	46.416	
1	31	18.764	18.0	43.692	
1	32	18.698	18.0	45.232	
1	33	18.748	18.0	44.484	
1	34	18.734	18.0	46.688	
1	35	18.694	18.0	45.876	
1	36	18.768	18.0	45.728	
1	37	18.768	18.0	46.608	
1	38	18.672	18.0	45.816	
1	39	18.788	18.0	44.172	
1	40	18.74	18.0	44.16	
1	41	18.744	18.0	43.776	
1	42	18.818	18.0	43.416	
1	43	18.8	18.0	44.044	
1	44	18.828	18.0	43.848	
1	45	18.798	18.0	43.084	
1	46	18.76	18.0	44.08	
1	47	18.784	18.0	43.064	
1	48	18.746	18.0	42.7	
1	49	18.694	18.0	41.024	
1	50	18.784	18.0	41.804	
1	0	19.636	18.0	33.548	
1	1	19.348	18.0	35.772	
1	2	19.004	18.0	44.196	
1	3	18.318	18.0	52.876	
1	4	18.096	18.0	58.58	
1	5	18.124	18.0	56.376	
1	6	18.112	18.0	54.52	
1	7	18.082	18.0	55.204	
1	8	18.11	18.0	54.24	
1	9	18.098	18.0	53.544	
1	10	18.102	17.0	52.364	
1	11	18.12	17.0	51.916	
1	12	18.132	17.0	48.872	
1	13	18.096	17.0	47.84	
1	14	18.082	17.0	46.336	
1	15	18.016	17.0	42.94	
1	16	17.87	17.0	38.288	
1	17	17.794	17.0	34.184	
1	18	17.808	17.0	33.244	
1	19	17.778	17.0	32.98	
1	20	17.786	17.0	32.536	
1	21	17.758	17.0	32.824	
1	22	17.724	17.0	32.436	
1	23	17.762	17.0	32.828	
1	24	17.762	17.0	32.384	
1	25	17.744	17.0	33.624	
1	26	17.714	17.0	33.352	
1	27	17.718	17.0	33.604	
1	28	17.752	17.0	33.624	
1	29	17.714	17.0	33.02	
1	30	17.736	17.0	30.884	
1	31	17.762	17.0	31.056	
1	32	17.794	17.0	31.676	
1	33	17.77	17.0	31.684	
1	34	17.78	17.0	31.528	
1	35	17.734	17.0	31.748	
1	36	17.724	17.0	32.44	
1	37	17.728	16.0	32.928	
1	38	17.662	16.0	33.524	
1	39	17.674	16.0	32.064	
1	40	17.68	16.0	31.096	
1	41	17.614	16.0	29.776	
1	42	17.584	16.0	28.612	
1	43	17.464	16.0	27.784	
1	44	17.52	16.0	27.372	
1	45	17.524	16.0	26.476	
1	46	17.49	16.0	27.036	
1	47	17.536	16.0	26.92	
1	48	17.55	16.0	27.212	
1	49	17.49	16.0	27.232	
1	50	17.53	16.0	26.572	
1	0	19.642	18.0	33.72	
1	1	19.376	18.0	33.272	
1	2	18.83	18.0	39.408	
1	0	19.666	18.0	33.632	
1	1	19.34	18.0	31.244	
1	2	19.07	18.0	43.692	
1	3	18.904	18.0	45.544	
1	0	19.642	18.0	33.648	
1	1	19.198	18.0	27.456	
1	2	19.1	18.0	34.06	
1	3	19.152	18.0	30.348	
1	4	18.792	18.0	39.476	
1	5	18.268	18.0	51.488	
1	6	18.258	18.0	54.572	
1	7	18.258	18.0	51.448	
1	8	18.22	18.0	51.3	
1	9	18.234	18.0	52.62	
1	10	18.22	18.0	54.292	
1	11	18.256	18.0	54.848	
1	12	18.218	18.0	57.14	
1	13	18.166	18.0	61.044	
1	14	18.172	18.0	66.98	
1	0	19.632	18.0	33.584	
1	1	19.26	18.0	31.484	
1	0	19.654	18.0	33.64	
1	1	19.376	18.0	26.168	
1	2	19.274	18.0	27.816	
1	3	19.066	18.0	29.068	
1	4	18.476	18.0	46.352	
1	5	18.198	18.0	55.356	
1	6	18.216	18.0	56.612	
1	7	18.156	18.0	58.164	
1	8	18.186	17.0	59.156	
1	9	18.186	17.0	58.632	
1	10	18.162	17.0	59.28	
1	11	18.164	17.0	59.172	
1	12	18.156	17.0	58.072	
1	13	18.204	17.0	55.104	
1	14	18.144	17.0	58.448	
1	15	18.084	17.0	57.896	
1	16	18.13	17.0	56.804	
1	17	18.116	17.0	56.368	
1	18	18.178	17.0	51.952	
1	19	18.124	17.0	50.776	
1	20	18.076	17.0	49.464	
1	21	18.074	17.0	48.012	
1	22	18.08	17.0	48.532	
1	23	18.064	17.0	50.464	
1	24	18.052	17.0	49.288	
1	0	19.642	18.0	33.584	
1	1	19.38	18.0	27.632	
1	2	19.186	18.0	19.256	
1	3	19.09	18.0	27.464	
1	4	18.552	18.0	49.884	
1	5	18.462	18.0	58.26	
1	6	18.512	18.0	62.144	
1	7	18.47	18.0	61.912	
1	8	18.44	18.0	64.656	
1	9	18.46	18.0	63.292	
1	10	18.436	18.0	63.016	
1	11	18.372	18.0	62.448	
1	12	18.426	17.0	64.728	
1	13	18.43	17.0	63.508	
1	14	18.362	17.0	72.016	
1	15	18.358	17.0	73.052	
1	16	18.372	17.0	73.312	
1	17	18.386	17.0	81.36	
1	18	18.396	17.0	77.768	
1	19	18.416	17.0	76.448	
1	20	18.314	17.0	76.984	
1	21	18.398	17.0	68.204	
1	22	18.334	17.0	62.432	
1	23	18.328	17.0	61.096	
1	24	18.238	17.0	61.832	
1	25	18.22	17.0	60.776	
1	26	18.332	17.0	59.736	
1	27	18.326	17.0	59.888	
1	28	18.36	17.0	60.668	
1	29	18.316	17.0	60.636	
1	30	18.268	16.0	60.232	
1	31	18.302	16.0	59.128	
1	32	18.3	16.0	60.18	
1	33	18.36	16.0	61.228	
1	34	18.354	16.0	58.46	
1	35	18.324	16.0	59.608	
1	36	18.294	16.0	56.62	
1	37	18.316	16.0	57.032	
1	38	18.334	16.0	54.18	
1	39	18.422	16.0	51.428	
1	40	18.408	16.0	45.988	
1	41	18.488	16.0	41.496	
1	42	18.506	16.0	39.528	
1	43	18.538	16.0	41.092	
1	44	18.532	16.0	40.584	
1	45	18.478	16.0	40.024	
1	46	18.446	16.0	40.148	
1	47	18.552	16.0	39.344	
1	48	18.486	16.0	40.132	
1	49	18.584	16.0	38.572	
1	50	18.41	16.0	39.928	
1	0	19.662	18.0	33.624	
1	1	19.304	18.0	30.536	
1	2	19.096	18.0	35.112	
1	3	18.662	17.0	47.516	
1	4	18.31	17.0	55.48	
1	5	18.302	17.0	57.084	
1	6	18.292	16.0	55.536	
1	7	18.23	16.0	59.368	
1	8	18.222	16.0	61.044	
1	9	18.124	16.0	58.372	
1	10	18.108	16.0	51.164	
1	11	18.136	16.0	39.764	
1	12	18.1	16.0	37.476	
1	13	18.13	16.0	36.272	
1	14	18.164	16.0	35.876	
1	15	18.098	16.0	35.452	
1	16	18.136	16.0	34.856	
1	17	18.064	16.0	35.016	
1	18	18.006	16.0	36.424	
1	19	18.052	16.0	37.132	
1	20	18.018	16.0	36.26	
1	21	18.004	16.0	39.744	
1	22	18.058	16.0	39.816	
1	23	17.904	16.0	38.872	
1	24	18.006	16.0	35.076	
1	25	18.016	16.0	36.756	
1	26	18.026	16.0	35.84	
1	27	17.992	16.0	37.944	
1	28	18.024	16.0	36.328	
1	29	17.944	16.0	37.632	
1	30	18.018	16.0	36.068	
1	31	18.034	16.0	37.652	
1	32	18.014	16.0	36.228	
1	33	18.0	16.0	37.092	
1	34	17.992	16.0	39.092	
1	35	17.98	16.0	40.976	
1	36	17.97	16.0	37.82	
1	37	17.982	16.0	35.792	
1	38	17.98	16.0	38.108	
1	39	18.022	16.0	37.856	
1	40	17.922	16.0	40.176	
1	41	17.932	16.0	38.684	
1	42	17.996	16.0	39.06	
1	43	18.0	16.0	37.704	
1	44	17.932	16.0	39.436	
1	45	17.988	16.0	39.624	
1	46	17.898	16.0	43.48	
1	47	17.99	16.0	41.096	
1	48	17.902	16.0	43.072	
1	49	17.914	16.0	44.444	
1	50	17.884	16.0	45.404	
1	0	19.616	18.0	33.468	
1	1	19.484	18.0	27.248	
1	2	19.162	18.0	22.492	
1	3	18.796	18.0	33.08	
1	4	18.386	18.0	68.236	
1	5	18.168	18.0	84.384	
1	6	18.146	18.0	85.888	
